,Unnamed: 0,context,question,answerA,answerB,answerC,correct
1295,1295,Addison parecia um tolo depois que eles tropeçaram e caíram pelas escadas.,O que é que a Addison precisa de fazer antes disso?,embaraçar-se,viagem,escovar-se fora,B
1296,1296,O Quinn vestiu uma colónia exspensiva para que cheirasse bem hoje.,O que os outros vão querer fazer a seguir?,Plug seu nariz,Enjoem-se.,Use a mesma marca,C
1297,1297,Aubrey precisava ter certeza de que sua casa estava limpa antes que os hóspedes chegassem. Eles começaram a limpar cedo.,O que Aubrey vai querer fazer a seguir?,olhar adequado,varrer o chão,Mude o óleo,B
1298,1298,"Riley conhecia a irmã de Cameron desde a pré-escola, Riley pediu-lhe para o baile.",Como Riley se sentiria depois?,animado sobre sua irmã indo para o baile,ressentimento,excitado,C
1299,1299,Jan tentou encurtar a quantidade de tempo que ela tinha para ficar na reabilitação.,O que Jan precisa fazer antes disso?,assar um bolo,ir a uma dança,Beba muito,C
1300,1300,Addison ligou doente no dia seguinte e seus colegas de trabalho teriam que pegar a folga.,O que acontecerá com os colegas de trabalho?,Vá ao médico,Ficar com raiva de Addison,Dormir mais,B
1301,1301,"Cameron pensou que o acidente aconteceria novamente, mas não aconteceu.",O que Cameron precisa fazer antes disso?,Evite o acidente,prestar atenção,dormir,A
1302,1302,"O Casey ficou doente na cama durante uma semana, e o jardim do Casey foi horrível.",Por que Skylar fez isso?,recompensar Skylar por cuidar de seu jardim,Faça algo de bom com Casey,trabalho em seu jardim,B
1303,1303,"Foi uma noite fria acampar com amigos, então Sasha começou uma fogueira.",O que Sasha vai querer fazer a seguir?,obter seus amigos,Sente-se junto ao fogo,Aqueça-se pelo fogo,C
1304,1304,"Depois de quebrar a perna, Addison não podia jogar, então Addison sentou-se e assistiu a todos.",Como se sentiria a Addison depois?,emocionado,média,Solitário,C
1305,1305,"Bailey esqueceu sua carteira em casa, então ela teve que dirigir até a casa.",Como Bailey se sentiria depois?,feliz que ela foi para um passeio,Descuidado porque ela esqueceu sua carteira,entusiasmado com o desperdício de gás,B
1306,1306,Austin direcionou o tráfego para longe do passeio de bicicleta na cidade.,O que Austin precisa fazer antes disso?,de ido para o trabalho,Certifique-se de que os motociclistas fazem o passeio com segurança,desejar aos motociclistas um bom tempo em seu passeio,B
1307,1307,O Robin estragou a estante de picolé quando não viu os amigos.,O que Robin vai querer fazer a seguir?,Busca de amigos,Deixe a área,começar um motim,A
1308,1308,"Como Jordan não era uma pessoa criativa, Jordan formou a opinião de Addison como sua e tomou todo o crédito.",O que vai acontecer com a Jordânia?,ser descoberto trapaça,Ficar muito zangado com a Jordânia,Faltar ao crédito,A
1309,1309,"Skylar ficou sem leite para o cereal, então ela pegou leite da loja.",Como você descreveria o Skylar?,Lamentável,com fome,Bom tomar leite no café da manhã,B
1310,1310,Tracy amava tanto o cão de Remy que ela cuidou dele.,O que Remy vai querer fazer a seguir?,obter outro animal de estimação,Passar tempo com o cão de Remy,Mostre sua afeição pelo cão de Remy,A
1311,1311,Robin viu algo novo todos os dias e compartilhou com todos.,O que acontecerá com os outros?,ser ignorado,tornar-se bem apreciado,ser informado,C
1312,1312,Lee começou a olhar para propriedades à beira-mar e se mudou para a Flórida.,Porque é que o Lee fez isto?,"pesquisar o câncer de pele, obtendo repetidas queimaduras solares nas praias da Flórida",começar um novo emprego como um perto da praia,Aposentadoria na Flórida,C
1313,1313,Riley e Lee se sentaram no sofá enquanto assistiam a um filme assustador.,O que Lee vai querer fazer a seguir?,Abraço do braço de Riley,fazer pipoca,Ligar a TV,B
1314,1314,Riley disse a Carson para lhe dar a faca quando Carson estava ameaçando-o.,Porque é que a Riley fez isto?,salvar uma vida,abraço Carson,matar Carson,A
1315,1315,"Robin deu doces às crianças, mesmo que elas já tivessem.",Como você descreveria Robin?,indulgente,generoso depois,uncaring,A
1316,1316,Quinn foi para a escola por um longo tempo e tornou-se um médico.,O que é que o Quinn precisa de fazer antes disto?,obter notas ruins na faculdade,Queria atingir o objetivo de carreira,Obter boas notas na escola,C
1317,1317,"Jan precisava de um novo computador que fosse portátil, então Jan comprou um laptop.",Como Jan se sentiria depois?,satisfeito,Perturbado,inteligente,A
1318,1318,A Addison pediu um favor à Sasha e esperou a resposta da Sasha.,Como você descreveria Addison?,inimigos com Sasha,Ansioso,Alguém que não se importou em pedir um favor,B
1319,1319,O Quinn alinhou-se com as outras tropas.,Porque é que o Quinn fez isto?,Seja obediente,rebelde,siga as regras,C
1320,1320,"Taylor impediu que os cães entrassem na corrida, já que eles não conseguiam acompanhar os cavalos.",Como Taylor se sentiria depois?,Boa corrida de cavalos não vai mudar,permitir que os cães entrem na corrida,comprar um cão para entrar na corrida,A
1321,1321,Depois de ver sua namorada beijando outro cara Kai deixou a festa sozinha em fúria.,Como a namorada se sentiria como resultado?,Culpado por comer demais,Como se ela devesse uma explicação,como normal,B
1322,1322,Remy matou o cão depois de perceber que o cão estava realmente velho e sofrendo dor severa.,Como Remy se sentiria depois?,sentimental,devastados,muito triste,C
1323,1323,Jordan melhorou sua posição marcando dois gols nos primeiros 10 minutos do segundo tempo.,O que Jordan vai querer fazer a seguir?,prática,Se lesionar,Pontuação novamente,C
1324,1324,"Quinn estava cansado e adormeceu em uma posição estranha, então Bailey segurou a cabeça de Quinn para cima.",O que vai acontecer com Quinn?,Acordar com um Crick,Tenha um bom sono,Seja grato,B
1325,1325,"Remy transformou a vida de Sasha em uma vida de crime, implicando-a na fraude financeira que ela estava cometendo.",O que vai acontecer com Remy?,"No final, ser preso",obter liberdade condicional,Ir para a cadeia,A
1326,1326,Aubrey deu Taylor cereal para o café da manhã e foi uma tigela grande que era gostoso.,Por que Aubrey fez isso?,Coloque o cereal na tigela,feliz,Derramem leite sobre o cereal,A
1327,1327,Riley foi às compras com Cameron e gastou muito dinheiro.,O que Riley vai querer fazer a seguir?,Orçamento,Ir às compras de novo,"Chame Cameron, e peça-lhe para ir às compras",A
1328,1328,Ash voou pela sala para pegar o vaso antes que ele atingisse o chão.,Como Ash se sentiria depois?,Com medo de que ele pudesse se mover tão rapidamente,desinflado depois de salvar o vaso de quebrar,orgulhoso de si mesmo que ele poderia se mover rápido o suficiente para salvar o vaso,C
1329,1329,Robin desenvolveu longas filas em seu local de trabalho devido à maneira lenta como ela trabalhava.,Como Robin se sentiria depois?,eficiente e dedicado,Ficaria orgulhoso,ineficiente,C
1330,1330,Jesse mudou o carro da garagem para a garagem antes da tempestade chegar.,Como você descreveria Jesse?,feliz ele foi capaz de movê-lo,Alguém que pensa à frente,sloppy,B
1331,1331,Alex recompensou cada pessoa de acordo com a riqueza. Algumas pessoas protestaram.,Porque é que o Alex fez isto?,Abordar os protestos,Faça o que eles acham que é certo,Evite ofender outras pessoas,B
1332,1332,Remy esqueceu de estudar para o teste e decidiu trapacear. Eles foram pegos e falharam na aula.,O que Remy vai querer fazer a seguir?,Diga ao professor que ele não estudou,Peça desculpas ao professor,reagendar o teste,B
1333,1333,Kai chamou a atenção da garota popular antes de todos os outros que gostavam dela também.,Como se sentirão os outros?,ciumento,Orgulha-te,feliz,A
1334,1334,Robin ensinou Ed como usar uma broca e deixou-o sozinho no local.,O que Robin vai querer fazer a seguir?,Ligue para uma equipe de emergência,Tire o dia de folga do trabalho,furar nos parafusos,B
1335,1335,"Addison esperou Sasha para responder, mas ela não fez depois que ela ligou várias vezes.",O que Sasha vai querer fazer a seguir?,Quebre a porta e entre,pegar o telefone,Chame sua irmã para obter ajuda,B
1336,1336,Lee praticou o dia todo e estava exausto quando o sol se pôs.,O que Lee vai querer fazer a seguir?,ir para a cama,se encaixam em mais prática,impressione sua família,A
1337,1337,Jesse em camadas na cama de Kai e puxou as cobertas sobre ele.,Porque é que o Jesse fez isto?,magoado Kai,uch Kai,Ignorar Kai,B
1338,1338,Tracy deixou Quinn triste puxando o cabelo de Quinn e chamando nomes Quinn.,O que Tracy vai querer fazer a seguir?,pisar no pé de Quinn,Sair,Peça desculpas ao Quinn,C
1339,1339,Addison levou Alex para a concessionária de automóveis para procurar um carro novo.,Como se sentiria a Addison depois?,Feliz pelo apoio,triste,Como dirigir,C
1340,1340,"Remy era um desenvolvedor web cujo trabalho era bastante inadequado, então eles o demitiram.",O que eles vão querer fazer a seguir?,Desligar o negócio,Contrate outros candidatos,não fazer bem,B
1341,1341,Sasha estudou muito para o teste que eles iriam fazer.,O que Sasha precisa fazer antes disso?,Necessário para fazer o teste,Necessário para ler os livros,Necessário esquecer sobre isso,B
1342,1342,Kendall puxou a mão de Cameron para a frente enquanto tentavam se aproximar deles.,Como Kendall se sentiria depois?,A mão de Cameron na sua,Ansioso para estar perto de Cameron,Amor por Cameron,B
1343,1343,"Eles pediram a Cameron para mostrar mais pele, então Cameron mostrou uma perna.",O que Cameron precisa fazer antes disso?,Tira a cueca dele,Entre na piscina,ajustar suas calças,C
1344,1344,Kai sentou-se ao lado de Riley na biblioteca para lhe contar um segredo.,Como Kai se sentiria depois?,Olhando para o seu amigo,Como um mau amigo que mente,fofoca,C
1345,1345,A Riley guardou todos os dólares que fizeram à mesa de espera na lanchonete local.,O que Riley precisa fazer antes disso?,Sair de um emprego,Arranjar um emprego,tem mais dinheiro,B
1346,1346,A Sasha e o Jesse estavam a sair do frio e o Jesse tirou o casaco da Sasha.,Como você descreveria Jesse?,um bom amigo,frio,um jiggalo,A
1347,1347,"A Quinn sabia que a polícia a tinha morto, por isso disse tudo o que sabia sobre a gangue.",Porque é que o Quinn fez isto?,prendê-los,ferir a gangue de propósito,Liberte-se,C
1348,1348,"O Quinn segurou a Sasha no lugar, tinha sentimentos fortes pela Sasha.",Porque é que o Quinn fez isto?,Encontre-a,Ele simplesmente não queria que ela se movesse,ele tinha uma queda,C
1349,1349,Quinn queria ir verificar um local turístico em sua cidade. Quinn parecia um turista entre outras pessoas.,Como Quinn se sentiria depois?,É triste que ela vá ver o site,tola,planície,C
1350,1350,"Tracy permaneceu amigo deles, mesmo depois que eles esfaquearam Tracy nas costas.",Porque é que a Tracy fez isto?,Menos solitário,Mantenha sua guarda em torno desses amigos,Perdoe seus amigos,C
1351,1351,"Tracy correu para terminar seu projeto na noite passada, depois de meses de procrastinação.",Como você descreveria Tracy?,produtivo,Motivado,razoável,B
1352,1352,Alex temia que ele perdesse porque seu concorrente era mais forte.,Como você descreveria Alex?,competitivo,na borda,hesitante,B
1353,1353,Robin era um guia turístico e gerenciava seu tempo bem o suficiente para sempre dar aos grupos uma turnê completa e divertida.,O que acontecerá com os turistas?,Quer deixar uma dica para Robin,obter boas dicas,Quem me dera que tivessem ido sem guia,A
1354,1354,"Quinn dedicou seu tempo ao serviço na igreja, dando um pouco de comida.",Como Quinn se sentiria depois?,Amado,Passivo,Preguiçosa,A
1355,1355,Kendall escreveu notas usando marcadores e eles foram as maiores notas de todos os tempos.,Como você descreveria Kendall?,sentir-se preguiçoso,tola,sentindo-se inteligente,B
1356,1356,Bailey era um bom nadador e queria experimentar. Bailey se juntou à equipe de natação.,O que Bailey precisa fazer antes disso?,Ganhar a competição de natação,necessário para escolher um maiô,Necessário saber nadar,C
1357,1357,Bailey segurou a cabeça de Quinn enquanto eles estavam chorando e muito tristes.,Porque é que a Bailey fez isto?,Apoio Bailey,magoado Quinn,Fale com Quinn,C
1358,1358,"Skylar estava lá fora e estava ficando mais frio, então ela colocou o topo sob seu casaco.",O que a Skylar precisa fazer antes disso?,Vá na frente de todos,Coloque luvas e um lenço,Traga uma camisa extra,C
1359,1359,Jesse encontrou outra maneira de chegar à loja depois que a estrada foi fechada.,Porque é que o Jesse fez isto?,necessário para viajar em uma determinada estrada,Consiga leite para o bebê,Compre um pouco de cocaína,B
1360,1360,Jordan estava com fome e parou em um lugar de fast food. Jordan comeu um hambúrguer no estacionamento.,O que a Jordânia precisa fazer antes disso?,Jogue fora o seu lixo,Necessário estar dirigindo,Coma suas batatas fritas,B
1361,1361,"Lee era uma pessoa curiosa que procurava aprender, então ele sempre fazia perguntas.",O que os outros vão querer fazer a seguir?,Odeie Lee,Seja curioso,fazer perguntas,C
1362,1362,"Taylor fez Tracy resistente à mudança, dando-lhe tudo o que ela queria para sua vida.",O que Taylor vai querer fazer a seguir?,Amado,mimá-la,Faça-a mimada,B
1363,1363,"Alex queria ir de férias para a praia, então ela reservou um bilhete no dia seguinte.",O que Addison vai querer fazer a seguir?,Ir para a praia,Conheça seu namorado,comprar um bilhete,A
1364,1364,"Mesmo que eles pensassem que teriam uma refeição pequena, Jordan finalmente aumentou o apetite.",O que a Jordânia precisa fazer antes disso?,Encomende uma salada,pedir bife e batatas,Seja ativo,C
1365,1365,Kendall comandou sua equipe e foi mau para todos.,Como Kendall se sentiria como resultado?,Eles eram humildes,auto-centrado,eles eram ciumentos,B
1366,1366,"Remy fez uma massa muito grossa, enrolou-a e depois colocou-a no forno.",Como Remy se sentiria depois?,Cansado de rolar a massa,Ela precisa de mais aulas de culinária,ruim por causa dos caroços na massa,A
1367,1367,"Um Cameron cansado se divertiu a noite ficando em casa, recuperando o sono.",Como Cameron se sentiria depois?,Insatisfeito,Esgotado,refrescado,C
1368,1368,"Depois de sobreviver à depressão, Riley salvou cada dólar.",Como você descreveria Riley?,Uma pessoa que tem lutado,Uma pessoa que teve uma vida fácil,Como o dinheiro era precioso,A
1369,1369,Bailey queria ir para casa da faculdade e ver sua família.,O que Bailey precisa fazer antes disso?,voltar para casa,Gasolina no carro,Amado,B
1370,1370,"Taylor não conseguiu encontrar um lugar para se sentar, então ela decidiu se sentar em frente a Riley.",Por que Taylor fez isso?,Sente-se para comer,Encontre um lugar para sentar-se mais perto de Riley,Estudo para um cochilo,A
1371,1371,Ash impediu a bola de rolar para a rua na frente de sua casa.,Por que Ash fez isso?,Corra atrás da bola,pegar a bola antes de entrar na rua,Não causa e acidente,B
1372,1372,Lee sentiu saudades de casa porque eles estão longe de casa há muito tempo.,O que Lee vai querer fazer a seguir?,necessário para ficar em outro lugar,viagem para casa,Precisava sair de casa,B
1373,1373,Jesse conseguiu o dinheiro de Addison bem e fez dela uma mulher rica.,Como você descreveria Jesse?,Ruim com números,Desperdício com dinheiro,Um bom contador,C
1374,1374,"Robin era a irmã mais bonita, então ela não parecia nada com Taylor.",O que Robin vai querer fazer a seguir?,Desculpa pela irmã,Seja grato por sua aparência,Tentar roubar os holofotes de Robin,B
1375,1375,Aubrey trabalhou no caminho de Addison até a escada corporativa e foi oferecido uma ótima posição.,O que vai acontecer com Aubrey?,ser rebaixado,Desfrute do seu trabalho,ser bem sucedido,C
1376,1376,Kai saiu para sanduíches com o colega de trabalho durante o almoço para falar sobre seu projeto.,O que seu colega de trabalho vai querer fazer a seguir?,Assumir um novo projeto,Desfrute do seu almoço,Conheça o colega de trabalho,B
1377,1377,Carson estava tentando resolver um quebra-cabeça em um jornal.,Como Carson se sentiria depois?,Dedicado a resolver quebra-cabeças,ciumento,justificado,A
1378,1378,"Na esperança de uma opinião honesta, Carson deixou Robin ver seu trabalho para o projeto final.",O que Carson precisa fazer antes disso?,Envie o projeto ao seu professor,Prepare-se para críticas construtivas,Completar o trabalho,C
1379,1379,Ash melhorou a aparência de Caseys quando ele corou e cortou seu cabelo.,O que Ash fará a seguir?,Agradecimentos a seguir,Manicure Casey's fingernails,apenas pintar Caseys unhas dos pés,A
1380,1380,O Carson jogava cerveja na cara do Kendall.,O que vai acontecer com Kendall?,ser preso,ser aplaudido,bater Carson para cima,C
1381,1381,Kendall observou que Cameron estava prestes a queimar a mão no fogão quente.,O que Cameron vai querer fazer a seguir?,Tenha mais cuidado ao cozinhar,Puxe a mão para longe do perigo,Coloque a cozinha em chamas,A
1382,1382,Sasha venceu seu irmão facilmente no xadrez por estar sabendo cada movimento que ele fará.,Como Sasha se sentiria depois?,Preguiçosa,onisciente,Orgulha-te,C
1383,1383,Jordan teve um carro novo depois de economizar nos últimos dois anos.,Por que Jordan fez isso?,Obter seguro em seu carro,não queria pagamentos,Dirija seu carro ao redor,B
1384,1384,"Quinn e Riley estavam com raiva de alguém, e Riley agrediu a pessoa.",Como você descreveria Quinn?,Perturbado,forte,atencioso,A
1385,1385,"Kendall virou a vida de Aubrey, oferecendo-lhe um emprego em sua nova loja.",Como você descreveria Kendall?,uma pessoa carinhosa,Um funcionário único,Um mau patrão,A
1386,1386,Alex queria melhorar suas habilidades de cozimento.,O que Alex precisa fazer antes disso?,necessário para congelar a massa,Cozinhar para sua família,necessário para ligar o forno,B
1387,1387,Taylor estava chutando uma bola para seu irmão e acidentalmente chutou sua mãe.,Como Taylor se sentiria depois?,triste para ferir sua mãe,Desiludido com sua mãe,Feliz por sua mãe,A
1388,1388,"Robin perguntou ao médico de Taylor, um renomado especialista, sobre seus sintomas. O médico disse que ele não tinha nada para se preocupar.",Como Robin se sentiria depois?,raivoso,feliz,Ansioso,B
1389,1389,"Kai teve que ir à cidade para uma reunião, então ela pegou o trem.",O que Kai vai querer fazer a seguir?,Suba no caminho-de-ferro,Esquecer de ir,Planeje um local de reunião,A
1390,1390,"Lee queria falar com as pessoas, mas não conseguia ter coragem de se aproximar de ninguém.",Como você descreveria Lee?,Incompetentes,Sentindo-se triste,cobarde,C
1391,1391,Jan acenou com a bandeira em apoio às tropas no desfile em sua cidade.,Como os outros se sentiriam como resultado?,Perturbado e ofendido,Irritado e ignorado,festiva e comemorativa,C
1392,1392,"Kai disse Carson deve ficar quieto durante o ensaio, porque foi educado para fazê-lo.",O que vai acontecer com Kai?,ser ignorado,ser respeitado,Cala-te.,C
1393,1393,Bailey tornou-se um defensor de um candidato a concorrer à presidência e se ofereceu para ajudar.,Como os outros se sentiriam como resultado?,ansioso para fazer contribuições que afetariam o resultado,Orgulho de Bailey,irritada com isso,B
1394,1394,Lee pediu a Bailey para visitá-lo porque Lee estava sozinho.,O que Bailey vai querer fazer a seguir?,Jantar juntos,Coloque roupas em,tomar um banho,A
1395,1395,Bailey foi à loja novamente depois que eles esqueceram o leite.,O que Bailey vai querer fazer a seguir?,Vender um pouco de leite,Lembre-se Bailey para obter leite,ir para casa,C
1396,1396,Austin ficou no palco e dançou por algumas horas na frente de uma multidão.,Como Austin se sentiria depois?,Preguiçosa,uma dançarina profissional,habilidosa,C
1397,1397,Homeland Season 5 Finale Recap: Auf Wiedersehen. A seguinte história contém grandes spoilers sobre o final da 5a temporada de Homeland. Pare de ler se o episódio ainda estiver no seu DVR.,Como Quinn se sentiria depois?,A verdadeira mãe de Beth,"Mantenham a calma.... Não digam, ""Não sei,"" fora do bastão. E não inventem coisas.... Façam perguntas.","Na terceira temporada, Quinn pretende obter a custódia completa de sua filha, Beth, e suas tentativas de provar Shelby Corcoran (Idina Menzel) - a mãe adotiva de Beth - uma mãe imprópria falhar; eventualmente,",B
1398,1398,Quinn comprou um novo jogo e jogou enquanto seu amigo foi ao chuveiro.,O que Sydney vai querer fazer a seguir?,montar uma bicicleta,ir para a loja de jogos,vestir-se,C
1399,1399,Carson compartilhou a comida igualmente entre todas as crianças.,Por que Carson fez isso?,Amado,fez isso para evitar problemas,Orgulha-te,B
1400,1400,Tracy amava o cão de Remy e deixá-lo visitar sua casa de vez em quando.,Porque é que a Tracy fez isto?,Tenha a companhia do cão,Ignorar a companhia do cão,Amo o cão,A
1401,1401,Robin me ensinou a usar um computador depois de muitos tutoriais.,Como Robin se sentiria como resultado?,Obrigado por ter acabado,Pronto para outro cliente,Pronto para ser pago,A
1402,1402,Jesse deixou Jan sozinho porque ele estava muito zangado.,Como Jan se sentiria como resultado?,indesejados,Amado,em um humor,C
1403,1403,Lee contou com a ajuda de um estilista pessoal para melhorar sua aparência para o trabalho.,Como você descreveria Lee?,Alguém que não se importa com estilo,linda,Melhore seu estilo,C
1404,1404,Ash estava mostrando a Aubrey como fazer um alongamento. Ash arqueou o corpo de Aubrey.,Como Ash se sentiria depois?,inteligente e informativo quando se trata de relaxar,Como um instrutor,Um amigo que não se importa em ensinar técnicas de treino,B
1405,1405,Quando ligou para o filho depois que ela não conseguiu encontrá-lo por duas horas.,O que Quinn vai querer fazer a seguir?,Queria saber se ele estava bem,Leve as coisas para a próxima semana,Ele queria garantir que ele não fosse ferido.,C
1406,1406,Cameron impediu que as pessoas votassem para garantir que seu candidato vencesse.,Como os outros se sentiriam como resultado?,Como injusto,Como egoísta,Como se fossem oprimidos,C
1407,1407,"Olhando para obter uma reação dela, Ash balançou as pernas de Aubrey.",O que vai acontecer com Aubrey?,nada,ser gritado com,um choque físico,C
1408,1408,"Jordan se encaixava melhor na peça na escola, mas não conseguiu o papel.",Como Jordan se sentiria depois?,um extra,indignado com o resultado,um understudy,B
1409,1409,"Quinn deu seu nome para lembrar qual era a senha, mas era uma senha fraca.",O que Quinn vai querer fazer a seguir?,Certifique-se de que ninguém os veja entrar nele,mostrar a senha quando eles têm uma chance,Ajude a pessoa a obter a senha certa,A
1410,1410,Kai percebe manchas em sua pele e faz com que eles sejam verificados. O médico de Kai diagnostica o câncer de pele.,Como Kai se sentiria depois?,insalubre,amedrontado,conteúdo,B
1411,1411,O Austin fez uma actuação que a Tracy gostava e trouxe lágrimas aos olhos do Tracy.,Como Tracy se sentiria como resultado?,triste,superaproveitado,deprimido,B
1412,1412,"Addison esperou pela resposta de Sasha, mas Sasha esqueceu que Addison estava esperando por eles.",O que Addison vai querer fazer a seguir?,Lembre-se de Addison,pedir a Sasha para responder em breve,Não incomode Sasha enquanto eles pensam,B
1413,1413,"Remy recebeu uma ordem, então ele levou os suprimentos para o país do inimigo.",Como você descreveria Remy?,aliviado,como desobediente,Como obediente,C
1414,1414,Ash precisava vender a casa pelo dinheiro. Ash baixou o preço da casa.,Por que Ash fez isso?,vendê-lo rapidamente,Seja pago,Ter a casa vendida,A
1415,1415,"Bailey estava tentando manter uma surpresa, mas Alex disse à filha de Bailey.",O que Alex vai querer fazer a seguir?,Diga à filha de Bailey para não contar,Queria mostrar o conhecimento,Diz à Bailey que não é grande coisa.,A
1416,1416,"Bailey não conseguia ouvir, então Bailey usou as mãos para se comunicar.",O que Bailey precisa fazer antes disso?,Fale com os outros,Sorrir,ser falado por outros,C
1417,1417,"Quando Bailey foi ao comício da campanha pelos direitos dos animais, ela se sentiu inspirada e teve fé na campanha.",Por que Bailey teve fé nessa campanha?,tomar medidas para proteger os animais em sua comunidade,Saiba mais sobre a eficácia da campanha,Preocupar-se profundamente com os direitos dos animais,A
1418,1418,Riley viu Kendall com frequência naquele mês e teve um bom tempo conversando.,Como Kendall se sentiria como resultado?,Preguiçosa,em reverência,entediada,B
1419,1419,Remy notou um figo difícil de ver em uma árvore que era principalmente estéril.,Como você descreveria Remy?,Muito observador,distante e boba,espaçado para fora,A
1420,1420,Lee deixou o carro de Taylor no meio da rua para voltar para casa.,Porque é que o Lee fez isto?,ptimo.,Preguiçosa,dormir,B
1421,1421,Robin queria fazer bolos para a venda de bolos. Robin aprendeu a fazer um bolo.,Porque é que a Robin fez isto?,compartilhe-o,vender bolos na venda de bolos,vendê-lo,B
1422,1422,"Quinn chegou perto de se casar com a garota de seus sonhos, mas acabou sabotando-o.",Porque é que o Quinn fez isto?,Conserte-o.,Continue vivendo o estilo de vida dos solteiros,desculpar-se,B
1423,1423,"Robin tinha sido amigo dele por anos, quando ele descobriu que seu melhor amigo estava se mudando.",O que Robin vai querer fazer a seguir?,Vai com ele.,Fugir,Obtenha informações sobre seu amigo,C
1424,1424,Ash conseguiu um temperamento de modo a não dizer algo que seria lamentado.,Por que Ash fez isso?,Evite dizer qualquer coisa,Desligue um pouco de vapor,Mantenha a paz,C
1425,1425,A Riley guardou todas as fotos do casamento dela.,Porque é que a Riley fez isto?,Coloque uma câmera em cada mesa no casamento,superdesenvolvida cada foto na câmera,Queria reviver um dia maravilhoso,C
1426,1426,"O Quinn nunca tinha conhecido o irmão do Robin até ontem, quando se conheceram.",Como você descreveria Quinn?,Como alguém que conhece Robin,nervoso sobre se eles vão se dar bem,Ainda bem que finalmente se conheceram,C
1427,1427,O Austin roubou dinheiro ao Kendall e o Kendall viu o Austin no parque mais tarde.,O que Austin vai querer fazer a seguir?,Chame a polícia sobre seu dinheiro,Fugir,Verifique sua carteira por falta de dinheiro,B
1428,1428,Tracy olhou de volta para Kai quando Kai continuou olhando para ela com um sorriso.,O que vai acontecer com Tracy?,Abandonado pelo Kai,Continue sorrindo,ser convidado a se casar com Kai,B
1429,1429,Aubrey rapidamente foi para casa depois de perceber que eles tinham esquecido sua carteira lá.,Por que Aubrey fez isso?,Tenha seu ID,Percebi que ela esqueceu sua carteira,lixeiras seu ID,B
1430,1430,"Carson estava tentando descobrir onde ele colocou seu telefone, ele colocou as pistas e encontrou onde deixou.",Como Carson se sentiria depois?,Possui boas habilidades de dedução,metódico,Bom para localizar seu telefone,C
1431,1431,"Carson trabalhou para hotwire o carro, conectando os fios juntos.",Por que Carson fez isso?,iniciar o motor,começar o chuveiro,Invadir o carro,A
1432,1432,"Ash perdeu o trabalho devido a estar doente, mas depois se recuperou mais tarde na semana.",Como Ash se sentiria depois?,mais saudável,mau,doente,A
1433,1433,"Kendall encontrou sua filha, e ela estava segura e saudável.",O que Kendall precisa fazer antes disso?,assistir tv,dormir um pouco,Pergunte ao redor,C
1434,1434,Carson jogou água no rosto de Kendall para acordá-los e se preparar.,O que Kendall vai querer fazer a seguir?,jogar balões de água,Gritar com Carson,destruir Carson,B
1435,1435,Robin mediu a bainha diretamente para se certificar de que tudo estava em boa ordem.,O que Robin precisa fazer antes disso?,Lembre-se das medições,Sair da fita métrica,Deixe a fita métrica em outro lugar,B
1436,1436,Lee foi colocado para fora a última vaca para pastar. Foi a última tarefa de um dia longo e difícil.,Como Lee se sentiria como resultado?,um pouco apática,Exaustos do trabalho,feliz por estar terminado,B
1437,1437,Ash saltou na frente da bola e impediu que ela se movesse para o gol.,O que Ash precisa fazer antes disso?,Colocado em uniforme,ir para a cama,tirar uma soneca,A
1438,1438,Carson escondeu a identidade de Taylor quando eles foram para o aeroporto.,O que Carson precisa fazer antes disso?,Grita o nome dela,Faça um passaporte falso,Atravesse a segurança do aeroporto,B
1439,1439,Ash disse ao Casey que eles queriam sair com eles em um encontro.,O que Casey vai querer fazer a seguir?,jogar um jogo de vídeo,Rejeitar Ash,ir para a cama,B
1440,1440,Kendall viu Austin mais tarde para se certificar de que ele estava bem.,O que Kendall precisa fazer antes disso?,lance Austin uma festa surpresa,testemunha Austin tendo um acidente,alegrar Austin a partir de seu mau humor,B
1441,1441,Os amigos de Kai tentaram fazer com que ela não aceitasse o novo garoto na escola.,O que os outros vão querer fazer a seguir?,Ouça seus amigos,shup Kai,shup Joe,B
1442,1442,"Casey queria deixar o emprego, e Ash levou a decisão de Casey a sério.",O que Ash precisa fazer antes disso?,Arranja um novo emprego para a Casey,ajudar Casey a encontrar outro emprego,Respeite a opinião de Casey,C
1443,1443,"Todos pensaram que a corrida iria acontecer sem nenhum acidente, mas Cameron pensou que o acidente iria acontecer, e aconteceu.",Como os outros se sentiriam como resultado?,vindicado,inteligente,lesionado,C
1444,1444,Casey adora a sensação da areia em seus pés na praia.,O que é que o Casey precisa de fazer antes disso?,Tire os sapatos dela,Ir para a praia,ir para o shopping,B
1445,1445,Casey fez o jantar em vez de sair e comer em um restaurante.,Como você descreveria Casey?,ptimo.,Cansado,frugal,C
1446,1446,Cameron decidiu visitar Aubrey na prisão pela primeira vez.,Como Cameron se sentiria depois?,feliz,triste,Gratidão,B
1447,1447,"Skylar foi para a geladeira, eles tinham comprado leite no outro dia, mas percebeu que eles não tinham se incomodado em comprar qualquer outra coisa, então a geladeira estava nua.",Como você descreveria o Skylar?,desorganizados,Estúpido.,confiável,A
1448,1448,Alex estava jogando bola com o cachorro de seu vizinho para entretê-lo por um tempo.,Como os outros se sentiriam como resultado?,Como um cão,feliz com isso,Louco com ele,B
