,context,question,answerA,answerB,answerC,correct
1047,Riley understood the rules when they were explained in terms Riley could unterstand.,What does Riley need to do before this?,ask for the rules to be explained in a different way,say that the were fine with the rules in the original terms,play a game,A
1048,Carson let Robin see the new game they had and let them play.,How would Carson feel afterwards?,Glad their friend borrowed it,Glad their friend played,kind,C
1049,Jan's life was falling apart so she reduced her alcohol dependence.,How would Jan feel afterwards?,strong,falling apart as a result,lazy,A
1050,Tracy borrowed some published excerpts from the thesis for use in her own article she was writing.,How would you describe Tracy?,very upright,ashamed,a cheater,C
1051,Alex read the two stories at the same time so he could finish in time for the teacher.,What will Others want to do next?,fire him,make sure he finished,know the stories' titles,B
1052,Taylor prevented people from entering by placing her body in front of the door.,What will Taylor want to do next?,secure the room,play with everyone,make sure nobody gets in,C
1053,Addison was scheduled to work on a busy day but she called in sick.,What will others want to do next?,be happy for addison,be angry with addison,rest,B
1054,Casey has a rash on their arm. Casey tried to cure it with over the counter medicine but it hasn't helped. Casey goes to the doctor for help.,What does Casey need to do before this?,research the problem they are having,buy over the counter medicine,wait for the doctor to come in,B
1055,"Bailey and Alex were good friends, Bailey spend an hour at Alex's house.",What will Bailey want to do next?,go home for dinner,go to the park,dig a hole,A
1056,Remy had pain in their leg and asked the doctor if it was broken.,What will Remy want to do next?,Get an allergy shot,Get a cast,wanted to calm his fears,B
1057,Jesse went to the local restaurant and ate and drank what he ordered.,How would you describe Jesse?,incompetent,hungry,felt completed,B
1058,Austin got a really bad sunburn and decided to stay inside.,How would Austin feel afterwards?,happy,burned,healthy,B
1059,Lee became frustrated and kept looking at me angrily even though i wasn't doing anything.,How would you describe Lee?,annoyed,upset,short-tempered,C
1060,Robin managed their finances well and budgeted money for their annual beach vacation.,How would Robin feel afterwards?,like saving the money this year,like blowing the money on a resort trip,proud to be in charge of the finances,C
1061,Alex split Riley's coffee on the brand new carpet and stained it.,How would Alex feel afterwards?,sad,clumsy,a klutzy person,B
1062,Cameron prevented me from voting by giving me something to drink.,What will happen to Cameron?,ignore me,accuse Cameron of voter tampering,be helpful,B
1063,Robin asked Taylor's doctor when they should start going to a Gynecologist.,How would you describe Robin?,a prudent parent,worried about Taylor,relieved,B
1064,Austin helped another family get their groceries into their car.,How would you describe Austin?,feeling strong,altruistic,feeling lazy,B
1065,Cameron was watching a scary movie but got scared and dropped the popcorn.,What will Cameron want to do next?,make popcorn,invisible,put on a movie,A
1066,The boys really wanted to go to basketball camp but knew Cameron's parents didn't want him to go so Jordan convinced Cameron's parents.,What will happen to Jordan?,go to basketball camp with Cameron,be disappointed he can't attend basketball camp,go to football camp by himself,A
1067,Ash was playing football and had to act defensively.,How would you describe Ash?,doesn't understand the rules of the game,a team player,selfish and doesn't want others to have the ball,B
1068,"Lee had been waiting for hours on the side of the road because the tow truck was too busy. So, Lee asked Riley to come help after work. Riley replaced Lee's tire.",What will happen to Lee?,criticize Riley for never being helpful,keep waiting for the tow truck,continue the interrupted journey,C
1069,Jan landed on their leg when they fell down on the ground.,How would Jan feel afterwards?,happy,hurt,joyful,B
1070,"Ash had never tried sushi before last week, but finally decided to eat it.",How would you describe Ash?,very strict with the food she consumes,always up for new things,the subject,B
1071,Sydney felt some type of way about Ash and decided to give them food.,What's going to happen to Sydney?,upset about giving Ash some of their food,happy with their decision to give Ash food,get a full belly,B
1072,Kai got dressed in their nicest clothes because they had a meeting at work today.,What will Kai want to do next?,start the car,go back to bed,buy clothing,A
1073,Jan decided to take a trip to visit her friend Kendall as a surprise.,What will Jan do next?,pack a suitcase,study for a test,be excited,A
1074,Cameron prevented the group from voting by not allowing them to leave.,What will Others want to do next?,sabotage the election,turn him in,obstruct the election,B
1075,The muscles in Cameron's leg were very sore so Cameron packed heated towels onto his leg.,How would Cameron feel afterwards?,much more comfortable,a wet sensation from the towels,excruciating burning from the heat,A
1076,Robin manage the well because she went to college for a long time.,What will Robin want to do next?,wanted to learn more,Go to the NBA,wanted to get a degree,C
1077,Ash prevented the door from moving while others were trying to get it opened.,How would you describe Ash?,remorse,a mean person,a nice person,B
1078,Carson found a beautiful animal while on hike but was unable to find the words to describe it to people later.,How would Others feel as a result?,curious about the animal,awestruck by the animal,confused about the hike,A
1079,Bailey called the gang together for a rematch game of ice hockey.,What will happen to Bailey?,enjoy spending time with strangers,play a game of ice hockey,play basketball with friends,B
1080,Tracy was on a vacation at a beach and learned how to surf.,How would you describe Tracy?,a master surfer,a learning surfer,proud that they learned something new,B
1081,Alex used to play games all the time. Then Bailey affected Alex deeply. Alex is getting all A and planning to go to MIT.,How would you describe Bailey?,Happy,a good influence for Alex,a MIT professor,B
1082,Tracy learned to surf with her friends on summer break.,What will happen to her friends she learned with?,have a bad time,laugh alot,be ready for another group play,B
1083,jesse saw jan was annoyed so he left jan alone.,What will happen to Jan?,do something to pass the time until Jan calms down,occupy his time with another activity,she will ignore jesse,C
1084,Quinn made Riley assault the enemy. He was only thinking of himself and always had.,How would you describe Quinn?,self-centered,like a tool,used,A
1085,Ash took their laptop out to start their homework once they got home from school.,What will Ash want to do next?,surf the web,get her backpack,plug the laptop in,C
1086,Lee sold a defective item on Craigslist and the person asked for money back.,How would you describe Lee?,giving,Kind,unethical,C
1087,Addison lifted Sasha arms so that she could check out the wound.,Why did Addison do this?,injured Sasha,know how to examine the wound,help sasha get better,B
1088,"After years of hard work and hours and hours spent, Addison accomplished their end goal.",How would you describe Addison?,satisfied,persistant,lazy,B
1089,Kai left the dog alone for it to eat it's lunch then took it out to play.,What will happen to Kai?,they will have fun,think about fun,play with the dog,C
1090,"Lee was new to archery, so when he tried to shoot the arrow, Lee missed the target.",What does Lee need to do before this?,get a bow and arrow,practice,go to the gym,A
1091,"The wrong package arrived on Robin's door step, so Robin went and delivered the package to Kendall's address.",How would you describe Robin?,lives near Kendall,kind,dutiful,B
1092,Carson really wanted a snack so Carson ate twenty-four sugar cubes and a bag of chips.,How would Carson feel afterwards?,regretful,healthy,fine,A
1093,Sydney gave Jesse more time on the test because they were late to class.,What will happen to Sydney?,fail the test,struggle to finish,get a good grade,B
1094,Cameron faced the crowd alone when she went up for her solo.,How would the crowd feel as a result?,like they need to boo,proud of Cameron,like they wasted their time,B
1095,Taylor worked hard all summer at a car dealership getting cars ready to sell.,What does Taylor need to do before this?,find a place that was hiring,want to go on vacation,damage cars,A
1096,"Bailey, Lee's friend, moved to a different state. Lee asked Bailey to visit.",What does Lee need to do before this?,prepare their home for their guest,figure out dates for Bailey's visit,send an email Bailey,C
1097,Alex used to play games all the time. Then Bailey affected Alex deeply. Alex is getting all A and planning to go to MIT.,How would you describe Bailey?,Happy,a good influence for Alex,a MIT professor,B
1098,Bailey found a 100 dollar bill on the sidewalk. Tracy couldn't believe Bailey's luck.,What will Bailey want to do next?,be on the sidewalk,save the money,give away the money,B
1099,Carson threw beer in Kendall's face because he made a really nasty joke about him.,How would Carson feel afterwards?,passive,angry,lazy,B
1100,Kai was talking  to their friend and realized they also liked sandwiches.,How would Kai feel afterwards?,The know something about their friend,talkative,caring,A
1101,Alex read the document once more for clarification and acted upon Ash's will.,What does Alex need to do before this?,make sure they understand the document,lay Ash to rest in peace,act upon Ash's will as soon as possible,B
1102,Ash tried a bite of sushi before deciding that he didn't like it.,Why did Ash do this?,Drink a beer,Spit it out,tell people he doesn't like sushi,C
1103,Carson saw their girlfriend shopping for diamond rings and clothes at the mall.,What will Carson want to do next?,run up and scare their girlfriend,take their girlfriend our for a dance,sneak up and surprise their girlfriend,C
1104,The others are planning to go to the bar after work. Audrey has to complete her presentation so Audrey would work.,How would Others feel as a result?,busy,bad for Audrey,happy that Audrey will miss out,B
1105,"Using his quick thinking, Cameron helped Carson with Carson's fast approaching legal problems.",What will Carson want to do next?,make sure they are ok,pay Cameron for the help,stay away from woman problems,B
1106,"Jordan and Quinn were twins who had been separated at birth and when they finally found each other, Jordan still looked like Quinn.",How would Quinn feel as a result?,concerned,scared,happy,C
1107,"alex spilled some wine on the carpet, he would take care of it though.",Why did Alex do this?,clean up the wine stain,be clean,be impolite,A
1108,"As commanded by the Mayor, Kai painted the town red.",What will Kai want to do next?,Receive her pay,Paint the town green instead,Graffiti the town,A
1109,Lee was put out to pasture after being on death row for many years for murder.,What does Lee need to do before this?,visit friends and family,receive last rites,catch up on all he missed,B
1110,ash finally talked to the police about the others and the police planned to question them.,How would Others feel as a result?,loyal to ash,happy with ash,betrayed by ash,C
1111,Lee put their finger to Skylar's lips. Lee was a rude creep.,What will happen to Skylar?,be told to go away,hurt Lee,yelled at by Skylar,B
1112,Kendall got a brand new shiny red bike for his birthday.,How would you describe Kai?,wanting to buy a bike,wanting to buy a car,jealous of Keith's bike,C
1113,Skylar paid Kai well because Kai did such great work for him.,What will Skylar want to do next?,talk with Kai,ignore Kai,show she was grateful,C
1114,Kai lost their wallet so Casey helped the find it.,What will happen to Casey?,be relieved,get thanked,get his wallet back,B
1115,Kendall knew her friends hated her so she moved to a new city.,How would Kendall feel afterwards?,ecstatic,alone,disgusted,B
1116,Quinn made a big cake for Thomas's birthday this year.,What will Quinn want to do next?,do something special for Thomas,surprise Thomas,give Thomas the cake,C
1117,Carson threw beer in Kendall's face during a heated argument with her.,What will happen to Carson?,make this decision,hide this decision,bad,C
1118,"Austin knew his neighbors had trouble paying bills, so Austin helped the other family.",What will happen to the family?,will have electricity,will ignore Austin,likely receive a token of their gratitude through acts,A
1119,Skylar needed some milk to go with their cereal. They bought milk the other day.,Why did Skylar do this?,get the cereal prepared,get the milk from the fridge,enjoy their food,C
1120,"Robin delivered groceries to Kendall's address, which was very difficult to find.",How would Robin feel afterwards?,relieved,industrious,afraid,A
1121,Quinn devoted her entire career to the service of others for free.,What will Quinn want to do next?,pay back a debt to society,retire quietly,get accolades,B
1122,Casey dropped off his friend at home after their car broke down on the highway.,What will his friend want to do next?,get a call from his friend,see if he can find a ride on Friday,see how their car is,C
1123,Lee saw the most beautiful girl with blonde hair named Quinn.,What does Quinn need to do before this?,talk to Lee,wear dirty clothes,smile at Lee,C
1124,He dug out of his backpack and  Sydney gave Ash a bit of food.,Why did Sydney do this?,share his sandwich because it was huge and he didn't want it to go to waste,make Ash sick. The food in his backpack was kind of old,rub in Ash's face how much better off Sydney was,A
1125,Lee put everything up for sale on ebay without permission.,How would Others feel as a result?,taking advantage of an opportunity,resentful that Lee did not ask permission,a criminal,B
1126,Austin reached the customers before they exited the store and tried to sell to them.,Why did Austin do this?,Tell them to stop,do their job,make commission,C
1127,Casey took their computer everywhere because they had to finish their project.,How would Casey feel afterwards?,ambivalent,opportunistic,content,B
1128,Jesse applied for jobs everyday after getting fired last week.,How would you describe Jesse?,lazy,prepared to get a new job,determined,C
1129,Taylor looked in Robin's cupboard in order to scrounge something to eat.,How would Robin feel as a result?,full after eating,discomfort from being full,irritated,C
1130,"Ash kept begging for Alex to try it, so Alex acted upon Ash.",What will happen to Ash?,Feel afraid,thank Alex for trying,Feel scared,B
1131,"There was a sweeper coming down the aisle, so Jan stepped to the right.",Why did Jan do this?,thank Jan for getting out of the way,be polite,get out of the sweepers way,C
1132,kai smoked too many cigarettes at a party so he drank lots of water.,How would you describe Kai?,as smart,as ignorant,as stupid,C
1133,robin was a nice person so she made sure to get the homeless children toys.,What will Others want to do next?,Distribute the toys,hate robin,appreciate robin,C
1134,Kai licked Austin's balls and package for a very long time.,What will happen to Austin?,get blue balls,ejaculate,lay down,B
1135,Jordan was a teacher who was teaching Addison to have an informed opinion.,What will happen to Addison?,be uninformed,learn something new,have a baseless opinion,B
1136,Alex told Bailey's daughter. Bailey had asked him to talk to her if he didn't mind.,How would Alex feel afterwards?,useful,relieved Alex talked to her daughter,indifferent,A
1137,"When the sharks were circling Jean, Riley's cuts baited them out as they intended.",What does Riley need to do before this?,sleep,wanted to help Jean live,bleed,C
1138,Jan was tired of their friendship with Jesse. Jesse left Jan alone.,How would you describe Jesse?,mad,outgoing,sad,C
1139,Robyn helped Tracy to study to get their nursing license. Robin increased Tracy's knowledge.,How will Robin feel?,get her nursing license,become a nurse,proud,C
1140,Ash wanted to help so that the baby's doctor could give the required shots easily.,What does Ash need to do before this?,hold the baby,puts the baby in the crib,tells the baby to stop crying,A
1141,Robin wept in front of Skylar who was sick of seeing her cry.,What will happen to Robin?,be scolded,she won't like it,she will be mad,A
1142,"After it growled and snapped its jaw at them, Bailey left the dog alone.",What will Bailey want to do next?,avoid getting bitten,tell the owner the dog was being aggressive,avoid getting diseased,B
1143,Cameron bought some makeup at the store and tried some on in the dressing room.,What does Cameron need to do before this?,show a friend,shop at a shoe store,like makeup,C
1144,Taylor gave Tracy the shot and increased their resistance to illness.,What will Taylor want to do next?,explain the negatives of flu shots,vaccinate their children,give the next person a shot,C
1145,Lee saw how hard you worked and wished you luck on the competition over the others.,How would Others feel as a result?,spreading positivity,not really caring,murderous,A
1146,Tracy is getting questioned by the police for drinking while driving and doing a sobriety test.,What will Tracy want to do next?,listen to the officer's commands,refrain from drinking when she has no one to drive her,fall down and start crying in front of the cops,A
1147,Skylar gave Robin the ability to move forward with the new project assigned.,What will happen to Robin?,make Skylar pround,be lazy and do nothing,work on Robin to make sure she gets better,A
1148,Austin called their best friend on the phone and their best friend told them to come for a sleep over.,What will Austin want to do next?,pack their bags quickly,have a sleep over,say they hate sleep overs,B
1149,Cameron played a new game after getting sick of playing their old games all the time.,Why did Cameron do this?,purchase a new game,avoid boredom,obtain a new game,B
1150,"Addison needed to know what happened with the car, but the only one who knew the answer was Sasha, so Addison waited for Sasha to answer.",How would Addison feel afterwards?,anxious,excited,patient,A
1151,Sasha beat the test easily because she studied so hard.,What will happen to Others?,they will be jealous,pass the test after working very hard,they will quit,A
1152,Tracy put the animal to death when it was perfectly healthy.,How would Others feel as a result?,very proud,happy with her,angry with her,C
1153,Carson worked to hotwire the car by connecting the wires together.,Why did Carson do this?,start the engine,start the shower,break into the car,A
1154,Ash made the decision for Casey since Casey was being very indecisive.,What will happen to Ash?,lose the chance to decide,speak for Casey,not get to pick,B
1155,Sasha and her fellow competitors signed up for a contest where Sasha beat her opponents easily.,What will happen to Others?,be envious of Sasha,win a trophy,be pleased with winning,A
1156,Ales was daydreaming and Alex gazed upon Kendall without realizing it.,How would Kendall feel as a result?,Frightened,Amused,Angered,B
1157,Bailey spent a lot of time together with her new boyfriend Thaddeus because they worked together in the geology lab.,What does Bailey need to do before this?,learn the basics of geology,ask Tiffany out to the masquerade ball,go on a date with Thaddeus,C
1158,Ash dropped their book bag on the ground. Ash took their laptop out and examined the damage.,How would Ash feel afterwards?,glad to have dropped the laptopn,destroyed,eager to drop the bag again,B
1159,Robin determined one's reasoning on why they started the fight one day.,Why did Robin do this?,get mad at people,argue with people,understand things better,C
1160,"Jan had a long family history of alcoholism, she decided she didn't want her children to see that example, and reduced her dependence on alcohol.",What will Jan want to do next?,talk to her children about their family history to avoid future problems,be better,be a good mom,A
1161,Kendall found her daughter after they got separated at the mall.,What does Kendall do after she finds her daughter?,asks a mall security guard if he can assist her,gives her daughter strict instructions to stay by her side,searches her daughter's favorite stores to try and locate her,B
1162,Ash was a lawyer negotiating a long contract between two competing software firms.,What does Ash need to do before this?,needed to read the clauses carefully,needed to delegate the job to a paralegal,call for a mediation,A
1163,Casey accidentally kicked the ball out of bounds again despite trying not to.,How would you describe Casey?,careless,untalented at the game,like a bad player,B
1164,Aubrey check the clock and realized to was time to go to work.,What will Aubrey want to do next?,Lock the door,be punctual,Call in sick,B
1165,Carson is very worried about being electrocuted while working on fixing the stereo especially when connecting the wires.,What does Carson need to do before this to make sure they are safe?,wear gloves,double check the manual,Unplug the stereo,C
1166,Riley has an eating disorder and cannot bring themselves to eat food as they feel this is making them ill and fat.,Why did Riley do this?,does this because they are fat,does this as they are sick,does this because they are well,B
1167,Casey made money instead instead of taking the day off to play video games.,How would Casey feel afterwards?,proud,stupid,guilty,A
1168,Casey did drugs for over 8 years but finally turned her life around.,How would you describe Casey?,a lazy person,a bad person,be moral,C
1169,Robin measured the distance directly in order to make per travel plans precisely.,How would Robin feel afterwards?,ready to take the plunge,well prepared,fastidious,B
1170,Quinn was trying out for the team and hoped they would get chosen.,Why did Quinn do this?,wanted to be on the team,do their best,try to impress others,A
1171,Cameron kissed them on the cheek after they had won the match against their fiercest rival yet.,How would Others feel as a result?,surprised at the public display of affection between them,annoyed that they made the victory about their feelings,jealous that they were not the ones kissed instead,A
1172,Casey taught Cameron the way to walk home from school alone.,What will Casey and Cameron want to do next?,talk about looking out suspicious people,drive to school instead of walk,talk about all the mean dogs along the way,A
1173,I told Addison a secret and Addison told my friend.,How would Others feel as a result?,betrayed by Addison,happy with Addison,a back-stabber,A
1174,Skylar rushed to where Aubrey feel and held her head.,What will happen to Skylar?,go to the hospital,get bandaged up,a sense of fear,C
1175,"Quinn had gotten some fancy new deodorant at the store, so Quinn smelled nice today.",Why did Quinn do this?,improve their personal odor,use deodorant everyday to keep smelling good,ask the new girl out because he smells good,A
1176,Aubrey gave Taylor a new designer watch for Christmas one year.,How would Aubrey feel afterwards?,giving,upset,happy to be able to financially afford more expensive gifts for Taylor,C
1177,Casey was a cow that lived on the farm. Casey chewed the cud.,How would you describe Casey?,full of food,large,hairy,A
1178,Quinn looked as if he has lost a shilling and found sixpence and then went to the cafe to get lunch.,How would Quinn feel afterwards?,hungry,lazy,proud,C
1179,Tracy can't believe Bailey's luck as Bailey won the big lottery for a huge prize.,What will happen to Bailey?,be much richer,become jealous,be without any funds,A
1180,Alex wanted to sit by a window and was moving when he spilt Riley's coffee.,What does Alex need to do before this?,take his time,pick up some salt and pepper,move faster,C
1181,Riley ate it quickly because she needed to get to work in an hour.,Why did Riley do this?,go to work,lazy,full,A
1182,Tracy practice singing for the recital next week.,Why did Tracy do this?,invites friends,make improvement,be a good singer,C
1183,Aubrey bought some new clothes.  Aubrey changed her socks frequently as she changed outfits.,What will Aubrey want to do next?,loved new things,wanted to match her socks and clothes,change outfits,C
1184,Kai was feeling anxious and needed to calm down. Kai put together the puzzle.,Why did Kai do this?,become anxious by the puzzle,think about why they hate activities,think about something else,C
1185,Skylar held Aubrey's hand gently in theirs during the date.,What will happen to Aubrey?,blush brightly,love them,hate them,A
1186,Riley saw the video online and got a good chuckle or two from it.,How would you describe Riley?,feeling conflicted,feeling great,feeling bored,B
1187,Carson wanted to leave the store because he had other things to do.,How would you describe Carson?,occupied,lazy,arrogant,A
1188,Riley had to take care of Tracy by going to the store and getting their favorite soup.,What does Riley need to do before this?,know how to get to the store,find out their own favorite soup,Eat some soup,A
1189,Sasha tried a new restaurant every Friday night with her friends.,How would you describe Sasha?,adverse to change,no longer hungry,spontaneous,C
1190,Riley overslept by 2 hours. Riley arrived at their destination late.,How would you describe Riley?,a person that arrived at the right time,bad,not on time,C
1191,Kendall had their teeth pulled out at the dentist.,Why did Kendall do this?,have a dentist,get their teeth replaced,have silver teeth,B
1192,"Jan knew she didn't have the time or energy for a dog, but bought one anyway.",How would Jan feel afterwards?,very happy,very remorseful,impulsive,C
1193,Ash thanked Aubrey's father profusely when they said they could have a party.,What will Ash want to do next?,have lots of fun,throw a party,ask about a party,B
1194,Riley wanted to be poor so he had Carson give all of his money away.,Why did Riley do this?,be charitable,hate people,not have any money,C
1195,Tracy included another dollar in her payment to the food delivery person.,What will the food delivery person want to do next?,Thank Tracy for the extra dollar,thank the food delivery person,eat her food,A
1196,Robin told Bailey they wanted to have them over for their Christmas party that year.,How would you describe Robin?,excited because all the popular people attend Robin's parties,giving,Excited to purchase a new dress for the occasion,A
1197,Bailey was sitting on the floor but got to his feet.,What will Bailey want to do next?,go to bed,stretch,press against the floor,B
1198,"Remy carried the bag into the enemy's country, then hid in plain site as they reached their destination.",What does Remy need to do before this?,be good at blending tea,be good at blending in,conceal herself,B
1199,Riley held a demonstration and increased the awareness of women's rights.,What will Riley want to do next?,strong,proud,hope it helps,C
1200,Bob thought Quinn would be an easy opponet. But Quinn slammed dunked the basketball.,How would Bob feel as a result?,surprised at Quinn's skill,pleased with the game,indifferent to what happened,A
1201,Taylor's graduation took place during the worst years of their life when their parents died.,What will Taylor want to do next?,celebrate their graduation,remember her parents,leave school,B
1202,Robin went rock climbing and had fun climbing rocks.,How would you describe Robin?,As someone who had fun,As someone who teaches to climb,As someone that talks about fun,A
1203,Kai told Carson that he must be of royal ancestry and was going to inherit a lot of money.,What will happen to Carson?,get in trouble for decieving Carson,sad,excited,C
1204,Carson reduced Robin's dependence on the alcohol by taking her to scheduled AA meetings.,What will Carson want to do next?,go to a bar,make sure that he's available to Robing for help,find a new friend,B
1205,Quinn had trouble falling asleep and had to stay up and watch some shows.,What will Quinn want to do next?,drink coffee,better,get in bed,C
1206,Robin met Jan for dinner and after dinner Robin said she forgot her wallet at home and asked Jan to pay for the dinner.,What will happen to Jan?,have less money,be granted her request,have to pay for the cab,A
1207,"Jan had done many things for Bailey and always with nothing in return, so Jan did not owe Bailey any favors.",What will Bailey want to do next?,be less helpful,do Jan a favor,not do any favors,B
1208,Aubrey worked hard at school and got straight A's on all of her assignments.,What does Aubrey need to do before this?,play video games,read,sleep,B
1209,"Ash was trying to move the car, but something was prevented him from doing so.",How would you describe Ash?,done right,very angry,forgets to check things,C
1210,Alex practiced their instrument with their friend and wanted to join the band.,How would Alex feel afterwards?,boring,musical,accomplished,B
1211,Lee opposed every suggestion that the group put out which made everyone furious.,What will others want to do next?,hear the group out,argue with Lee,listen to the suggestions,B
1212,"She thought she was being humorous and the life of the party, but Addison looked like a fool.",How would you describe Addison?,socially awkward,classy,refined,A
1213,Sydney is a hairstylist who has been working at a salon for years.,What does Sydney need to do before this?,get a hair cut,get an appointment,needed to be trained,C
1214,Ash and Kai are fighting. Casey is friends with both and doesn't want to choose.,What will happen to Casey?,ignore Ash,listen to each side before choosing,be stuck in the middle of a friends fight,C
1215,"Not wanting to see their friend damage their reputation any more, Alex acted on Ash's anger and pulled them aside.",Why did Alex do this?,tell Ash to stop the drama,help Ash calm down,poke fun at Ash's struggle,B
1216,Jesse bought a new house and it needed a lot of work done.,How would Jesse feel afterwards?,crabby and dissatisfied,like he should go boating,happy to have it complete,A
1217,"Every time Remy saw a pretty girl, Remy blushed, stuttered and turned away.",How would you describe Remy?,afraid,sorry they embarrassed Remy,bashful,C
1218,"Lee put everything on layaway. The week before Christmas, Lee got everything out of layaway.",What does Lee need to do before this?,bring things home,needed to pay for their products,needed to rent a truck,B
1219,Riley was going out of town for the weekend and needed someone to watch their dog.,How would Cameron feel as a result?,pressed for time,upset,trusted,C
1220,Carson told his teacher he had never been in a play buy would love the chance to try.,What does Carson need to do before this?,be a professional before this,have not been in play before this,have experience before this,B
1221,Robin looked like someone from their recent past.,How would Robin feel afterwards?,serene,was familiar,confused,B
1222,Remy turned Sasha's life around by giving her a good job that paid well.,What will happen to Remy?,be hated,make a lot of money,be thanked,C
1223,"Without bothering to check the condition of the expensive jacket first,Tracy bought what Quinn had to sell, no questions asked.",What will happen to Tracy?,good,wear the jacket to a party,try to mend the jacket,B
1224,Jordan wanted a job that paid well so he could save money to buy a house.,What will Jordan want to do next?,call Jordan's references,apply for jobs,enroll in classes,B
1225,Austin repelled it by force by punching the man in the gut.,How would Austin feel afterwards?,passive,lazy,strong,C
1226,Kai was watching the man order the last of the pizza that was on the tray.,What does Kai need to do before this?,see if there was more pizza,fight the man for the pizza,skip lunch if he couldn't have pizza,A
1227,Casey didn't know what to say so Jesse made Casey's argument.,What will Casey want to do next?,Ask Jan to leave,Thank Jan for helping,do her homework,B
1228,Riley really wanted to get a car after passing their test but their parents did not have much money so Riley decided to get a part time job and save money themselves.,Why did Riley do this?,be able to have their own ride,received permission from their parents to apply for a job,sell their car,A
1229,ash did not want to let anyone in so she prevented the door from moving.,What will Others want to do next?,jam the door closed,find something to block the door,hate ash,C
1230,"Sydney just started a new job and wanted to do well, so she worked hard at it.",Why did Sydney do this?,didn't care about her boss,wanted to be promoted by her boss,go to work,B
1231,Robin had been friends with their neighbor for years talked with them all the time.,What does Robin need to do before this?,of had friends for years,of known them for years,think about talking to them,B
1232,Cameron was a tyrant who would not let the others have a say in the system.,What will happen to Others?,enjoy not having any rights,be happy to not vote,defy Cameron's orders,C
1233,Robin was a fortune teller in the building. Robin determined one's fortune when they came to her.,What does Robin need to do before this?,tell people's fortunes,needed to be psychic,needed to have a metal ball,B
1234,"Bailey was planning on walking the dog, but unexpectedly had to go in to work.",What does Bailey need to do before this?,Ignore any and all phone calls,Fill the dog's food bowl,wanted to keep their Christmas bonus,B
1235,Bailey came over again to console their friend whose mother had died.,How would Bailey feel afterwards?,happy,friendly,empathetic,C
1236,Sasha passed the test easily after studying a lot that week.,What will Others want to do next?,tell them they did well,finish studying on time,make sure she finished the paper,B
1237,Jordan was a regular at Casey's restaurant. Jordan always tipped very well.,How would Casey feel as a result?,thankful for him,like a nice man,well off,A
1238,Sasha had an amazing time going to the gym and working out with her friends.,What will Others want to do next?,indifferent,strong,go home and take a long bath,C
1239,Bailey came again and took everything from their parent's fridge.,How would you describe Bailey?,full,only interested in themselves,a very selfless person,B
1240,"Riley saved every penny, but lost it all during a home invasion.",What will Riley want to do next?,contact the plumber,contact the police,work long hours,B
1241,Casey bought one for Tracy which made his girlfriend extremely jealous.,What will happen to Casey?,be thankful,break up with his girlfriend,argue with Tracy,B
1242,"Quinn had been drinking, so Austin grabbed Quinn's car keys.",What will Austin want to do next?,hold on to the car keys,let Quinn drive home,argue with Austin,A
1243,Taylor prevented people from entering while they prepared the room for the party.,How would Others feel as a result?,upset they missed the party,anxious to be let in,excited for the party,B
1244,alex was bored so he visited his mother's friend.,What does Alex need to do before this?,relieve his boredom,be willing to drive,want to stay home,B
1245,"Kendall gave Aubrey a new job opportunity, which turned Aubrey's life around.",Why did Kendall do this?,continue to work hard,change Aubrey's life,thank Kendall,B
1246,"Riley increased women's rights awareness, and the female candidate won the following election.",What will Others want to do next?,wanted to be educate the public,join Riley in pushing women's rights even further,oppose Riley and caress women,B
1247,Quinn entered a raffle for a cool new sports car and hoped he would get it.,What will Quinn want to do next?,have a bad experience with it,start entering in more raffles,excited about it if he wins,B
1248,Casey dropped groceries off at home before going somewhere else. Their mother had to make dinner.,What does Casey need to do before this?,leave the grocery list,bring the grocery list,leave the house,B
1249,Quinn saw Robin's brother and waved as he walked over.,What will Quinn want to do next?,run away next,chat next,wave,B
1250,Alex asked their sister if they could hang out together today.,How would Alex feel afterwards?,Unsure,a good sibling,Hopeful,C
1251,Tracy went shopping today and ended up spending too much money.,How would Tracy feel afterwards?,someone who enjoys shopping,buyers remorse,someone who doesn't stick to a budget,B
1252,Jesse takes her purse with her everywhere she goes. She does not like being without it.,How would Jesse feel afterwards?,indifferent about leaving it behind,careful,upset she does not have her purse with her,B
1253,She had to do her last semester at sea before heading back home.,What will Jan want to do next?,build a boat,find a way back to sea,continue her career,C
1254,"Cameron had always been a cautious camper, among all the regular stuff he added heat socks.",What does Cameron need to do before this?,show off his heat socks,put away his things from the last trip,let his mom know he's going camping,C
1255,Sydney had a dinner party last week and invited all her closest friends and family.,Why did Sydney do this?,cook a large supper for everyone,serve a large supper for everyone,wanted to see loved ones,C
1256,"Taylor didn't put in any effort on their test, so they got a F on it.",How would you describe Taylor?,a good student,regretful afterwards,failing,B
1257,Casey's mom wanted money to buy a car. Casey sent home some money.,How would Casey feel afterwards?,a respectable person,responsible,someone who cares for his mom,C
1258,Jesse also believed in Carson and helped him get his business off the ground.,What will Jesse want to do next?,be thanked next,go swimming next,believe in Carson,A
1259,Remy put Kai's head down on the table after she fell asleep in her high chair while eating.,How would you describe Remy?,attentive,like a good mother,neglectful,B
1260,Tracy took off their coat because they were getting very impatient with the host for not asking to take their coat.,How would you describe Tracy?,snobby,humble,kind,A
