,Unnamed: 0,context,question,answerA,answerB,answerC,correct
1062,1062,Cameron me impediu de votar dando-me algo para beber.,O que acontecerá com Cameron?,ignore me,acuse Cameron of voter tampering,ser útil,B
1063,1063,Robin perguntou ao médico de Taylor quando eles deveriam começar a procurar um ginecologista.,Como descrever Robin?,um dos pais prudentes,preocupado com Taylor,alívio,B
1064,1064,Austin ajudou outra família a entrar em seus carros.,Como descreveria Austin?,sentir- se forte,altruísta,sentir- se preguiça,B
1065,1065,"Cameron estava vendo um filme assustador, mas ficou com medo e desistiu o pipoca",O que queremos por Cameron?,fabrico de milho-pipoca,invisível,", p. 1 , p. 1 , p. 1 , p.",A
1066,1066,"Os meninos realmente queriam ir ao campo de basquete, mas conheciam os pais de Cameron não queriam",O que acontecerá com a Jordânia?,ir ao campo de basquete com Cameron,ser decepção ele não consegue frequentar o campo de basquete,ir ao campo de futebol sozinho,A
1067,1067,Ash jogava futebol e tinha que atuar de forma defensiva.,Como descreveria Ash?,não entende as regras do jogo,um jogador de equipe,esquecimento e não quer que os outros tenham a bola,B
1068,1068,"Lee estava aguardando horas na esquina, porque o caminhão de arrasto estava muito ocupado, então",O que acontecerá com Lee?,critica Riley por nunca ser útil,manter a espera pelo caminhão de arrasto,continuar o percurso interrompido,C
1069,1069,Jan aterrissaram na perna quando desceram no solo.,Como se sentiria Jan depois?,feliz,náuseas,feliz,B
1070,1070,"Ash nunca tentou o sapato antes da última semana, mas finalmente decidiu comê-lo.",Como descreveria Ash?,muito rigorosa com a comida que ela consome,sempre para as coisas novas,o sujeito,B
1071,1071,Sydney sentiu algum tipo de caminho sobre Ash e decidiu dar-lhes comida.,O que vai acontecer com Sydney?,débito em dar a Ash parte de seus alimentos,satisfeito com a decisão de dar a comida Ash,án,B
1072,1072,Kai se vestiu em suas roupas mais bonitas porque hoje se reuniram no trabalho.,O que o Kai quer fazer em seguida?,inicia o carro,voltar ao leito,compra de vestuário,A
1073,1073,Jan decidiu fazer uma viagem para visitar a amiga Kendall como surpresa.,O que vai acontecer em janeiro?,Embalagem uma suitcase,estudo para um teste,ser excitado,A
1074,1074,Cameron impediu que o grupo votasse por não permitir que ele saisse.,O que queremos?,sabotagem da eleição,o,obstruir a eleição,B
1075,1075,"Os músculos da perna de Cameron estavam muito loridos, assim Cameron empunhava toalha",Como se sentiria Cameron depois?,Muito mais confortável,uma sensação de chuva das toalhas,queimaduras a partir do calor,A
1076,1076,Robin consegue bem o bem porque ela foi para a faculdade há muito tempo.,O que queremos por Robin?,quis aprender mais,Ir ao basquete,quis obter um grau,C
1077,1077,Ash impediu que a porta se movimentasse enquanto outros tentavam abri-la.,Como descreveria Ash?,remorse,uma pessoa média,uma pessoa bonita,B
1078,1078,"Carson encontrou um animal bonito na corrida, mas não conseguiu encontrar as palavras para descre",Como os outros se sentiriam como resultado?,curiosos com o animal,awestruck pelo animal,confusão com a marcha,A
1079,1079,Bailey chamou a grupa para um jogo de rematch de gelo.,O que acontecerá com Bailey?,gozo o tempo gasto com estranhos,jogar um jogo de gelo,jogar basquete com amigos,B
1080,1080,Tracy estava em férias em uma praia e aprendeu a pescar.,Como descreveria Tracy?,um marinheiro-mestre,um surfista de aprendizagem,orgulharam que aprenderam algo novo,B
1081,1081,"Alex jogava todos os jogos, então Bailey afetou profundamente Alex, Alex está conseguindo todo A e planeja",Como descreveria Bailey?,Happy,uma boa influência para Alex,um professor do MIT,B
1082,1082,Tracy aprendeu a surfar com seus amigos no período de verão.,O que vai acontecer com os amigos com quem aprendeu?,tem um tempo ruim,risada,estar preparado para outro grupo,B
1083,1083,"jesse viu jan incomodado, assim ele deixou jan sozinho.",O que acontecerá com Jan?,fazer algo para passar o tempo até Jan calar,ocupar o seu tempo com outra atividade,ela ignorará jesse,C
1084,1084,"Quinn fez com que Riley agredisse o inimigo, ele só estava pensando em si e",Como descreveria Quinn?,autocentrado,como uma ferramenta,ic,A
1085,1085,Ash retirou o laptop para iniciar o trabalho doméstico depois de chegar à casa da escola.,O que queremos por Ash?,surfar a web,Pegue na sua mochila,ausentar o laptop,C
1086,1086,Lee vendeu um item defeituoso em Craigslist e a pessoa pediu dinheiro.,Como descreveria Lee?,adjudicação,Tipo,antiética,C
1087,1087,Addison levantou os braços de Sasha para que pudesse verificar a ferida.,Por que o Addison fez isso?,Afecções do ouvido e do labirinto,saber examinar a ferida,ajuda sasha,B
1088,1088,"Após anos de trabalho duro e horas e horas despendidas, Addison cumpriu seu",Como descreveria Addison?,satisfeito,resistente,preguiça,B
1089,1089,Kai deixou o cão sozinho para comer almoço e depois levou para brincar.,O que acontecerá com o Kai?,terão um bom desempenho em relação aos seus efeitos sobre a saúde.,pensar em diversão,lúdico com o cão,C
1090,1090,"Lee foi novo para a arqueologia, então quando tentou atirar a seda, Lee perdeu o alvo",O que Lee precisa fazer antes disso?,seleccionar um arco e seta,prática,ir à academia,A
1091,1091,"A embalagem errada chegou à porta de Robin, assim Robin saiu e entregou a embalagem para o endereço",Como descrever Robin?,vidas próximas ao Quénia,tipo,ducto,B
1092,1092,Carson queria realmente um lanche para comer vinte e quatro cubos de açúcar e uma bolsa,Como senti-lo-ia depois?,arrependido,ic,coima,A
1093,1093,Sydney deu mais tempo para Jesse no teste por serem tardios para a aula.,O que acontecerá com Sydney?,falha no teste,Luta contra o fim,obter um bom grau,B
1094,1094,Cameron enfrentou a multidão sozinha quando ela subiu para o solo.,Como a multidão se sentiria como resultado?,como precisam desfalecimento,Orgulha de Cameron,como eles perderam seu tempo,B
1095,1095,"Taylor trabalhou muito durante todo o verão em uma revenda de automóveis, preparando-se para vender",O que é necessário para Taylor diante disso?,encontrar um local que fosse a contratação,quer ir férias,danos aos veículos,A
1096,1096,"Bailey, amigo de Lee, mudou para outro estado, e Lee pediu que visitasse Bailey.",O que Lee precisa fazer antes disso?,preparar a casa para o seu hóspede,data de apresentação da visita de Bailey,enviar um e-mail Bailey,C
1097,1097,"Alex jogava todos os jogos, então Bailey afetou profundamente Alex, Alex está conseguindo todo A e planeja",Como descreveria Bailey?,Happy,uma boa influência para Alex,um professor do MIT,B
1098,1098,"Bailey encontrou uma fatura de 100 dólares na calçada, Tracy não acreditava na sorte de Bailey",O que queremos por Bailey?,estar na calçada,poupança de dinheiro,Dá- lo ao dinheiro,B
1099,1099,Carson jogou cerveja na face de Kendall porque fez uma piada muito bonita a respeito,Como senti-lo-ia depois?,passiva,irritação,preguiça,B
1100,1100,Kai conversava com o amigo e percebeu que também gostavam de sanduíches.,Como se sentiria após o Kai?,O conhecimento de algo sobre a amizade,falante,Cuidado,A
1101,1101,Alex leu o documento mais uma vez para esclarecer e atuou sobre a vontade de Ash.,O que é necessário para Alex antes disso?,assegurem que compreendem o documento,leiga Ash a descansar em paz,actuar sobre a vontade de Ash o mais rapidamente possível,B
1102,1102,Ash tentou morder o sushi antes de decidir que não gostava.,Por que o Ash fez isso?,Bebida uma cerveja,Aperte- o,conta as pessoas que ele não gosta de sushi,C
1103,1103,Carson viu sua namorada comprando anéis de diamante e roupas no shopping.,O que queremos por Carson?,correr e apavorar a namorada,leva a namorada para a dança,sneak up e surprise their girlfriend,C
1104,1104,"Os demais estão planejando ir ao bar após o trabalho, Audrey tem que completar sua",Como os outros se sentiriam como resultado?,ocupado,ruins para Audrey,feliz que Audrey não tenha conseguido,B
1105,1105,"Cameron, ao utilizar seu pensamento rápido, ajudou a Carson a abordar rapidamente os problemas jurídico",O que queremos por Carson?,riz se estão ou não em conformidade com o procedimento de administração de epoetina alfa,pagar Cameron pela ajuda,Permanência em relação a problemas femininos,B
1106,1106,"Jordan e Quinn eram gêmeos separados ao nascimento e, quando finalmente se encontraram, Jordan ainda",Como senti-lo-ia Quinn?,em causa,prurido,feliz,C
1107,1107,"alex jogou algum vinho no carpete, mas ele iria cuidar dele.",Por que o Alex fez isso?,limpeza da mancha de vinho,ser limpo,ser impolito,A
1108,1108,"Como comandado pelo governador, Kai pintou o vermelho da cidade.",O que o Kai quer fazer em seguida?,Recebendo o seu pagamento,Dor verde na cidade em vez de,Graffiti a cidade,A
1109,1109,Lee foi colocado em pastagens após estar na fila de morte por muitos anos por homicídio.,O que Lee precisa fazer antes disso?,visita aos amigos e familiares,receber os últimos ritos,ic,B
1110,1110,a cinza acabou por falar com a polícia sobre os outros e a polícia planejada para question,Como os outros se sentiriam como resultado?,         ,feliz com cinzas,traídos por cinzas,C
1111,1111,"Lee colocou o dedo para os lábios de Skylar, Lee era uma fluência",O que acontecerá com o Skylar?,ser avisado para ir embora,dói Lee,Aparelho de pêlo,B
1112,1112,Kendall ganhou uma nova bicicleta vermelha brilhante para o seu aniversário.,Como descreveria Kai?,querer comprar uma bicicleta,querer comprar um carro,ânimo da bicicleta de Keith,C
1113,1113,"Skylar pagou bem o Kai, pois Kai fez um trabalho tão grande para ele.",O que queremos com Skylar?,Fale com o Kai,ignorar Kai,mostra-se grata,C
1114,1114,"Kai perdeu a carteira, assim Casey ajudou a encontrá-la.",O que acontecerá com Casey?,ser,agradecer,recuperar a sua carteira,B
1115,1115,"Kendall conhecia seus amigos odiando-a, e passou a uma nova cidade.",Como se sentiria Kendall depois?,ectásico,isoladamente,desgostos,B
1116,1116,Quinn fez uma grande torta para o aniversário de Thomas neste ano.,O que queremos Quinn?,fazer algo especial para Thomas,surpresa Thomas,dê a torta de Thomas,C
1117,1117,Carson jogou cerveja na face de Kendall durante um arguido de sua argumentação,O que acontecerá com Carson?,adopção da presente decisão,ocultar esta decisão,ruins,C
1118,1118,"Austin conhecia seus vizinhos com dificuldade em pagar contas, assim Austin ajudou a outra família.",O que vai acontecer com a família?,terá energia elétrica,ignora Austin,"provavelmente, recebem uma token de sua gratidão através de atos",A
1119,1119,"Skylar necessitou de algum leite para ir com o cereal, compraram leite",Por que o Skylar fez isso?,obter o cereal preparado,retirar o leite da geladeira,gozo de seus alimentos,C
1120,1120,"Robin entregou os mercaças ao endereço de Kendall, o que era muito difícil de",Como se sentiria Robin depois?,alívio,industria,ic,A
1121,1121,Quinn dedicou a sua carreira inteira ao serviço dos outros.,O que queremos Quinn?,pagar uma dívida à sociedade,aposentadoria quieda,cheque de accolades,B
1122,1122,Casey deixou de lado o seu amigo em casa depois que o carro quebrou na estrada.,O que o amigo dele quer fazer a seguir?,receber um telefone de seu amigo,ver se ele pode encontrar uma subida na sexta-feira,ver como o seu carro é,C
1123,1123,"Lee viu a mais bonita com cabelos de cor parda, denominada Quinn.",O que é que Quinn precisa fazer antes disso?,conversar com Lee,usar roupas sujas,sorriso em Lee,C
1124,1124,Descartou-se de sua mochila e Sydney deu uma parte de comida a Ash,Por que o Sydney?,dividir o sanduíche por ser enorme e não querer ir ao desperdício.,a comida de sua mochila era do tipo antigo,rubrica na face de Ash o quanto melhor off de Sydney,A
1125,1125,Lee colocou tudo para venda na ebay sem autorização.,Como os outros se sentiriam como resultado?,aproveitando uma oportunidade,Reprovado que Lee não solicitou autorização,um criminoso,B
1126,1126,Austin chegou aos clientes antes de sair da loja e tentou vender a eles.,Por que o Austin?,Informe- os para parar,fazer o seu trabalho,efectuar a Comissão,C
1127,1127,"Casey levou o seu computador em todas as suas partes, pois teve que terminar o projeto.",Como se sentiria Casey depois?,ambivalente,oportunista,Conteúdo,B
1128,1128,Jesse aplicou todos os dias de trabalho após o despedimento na última semana.,Como descrever Jesse?,preguiça,preparado para obter um novo emprego,nã,C
1129,1129,Taylor procurou o papel de Robin no copo para escroungar algo a comer.,Como o Robin sentiria como resultado?,completo após a ingestão,desconforto de estar completo,irritação,C
1130,1130,"Ash continuou sugerindo que Alex o experimentasse, então Alex atuou sobre Ash.",O que vai acontecer com Ash?,Sentir- se com medo,Agradecer a Alex pela tentativa de,Sentir- se assustado,B
1131,1131,"Houve um adoçante descendo o aisle, então Jan se aproximou à direita",Por que o Jan fez isso?,Agradecer a Jan pela saída do caminho,ser,sair do adoçante,C
1132,1132,kai fumou muito cigarros em uma festa para que bebesse muita água.,Como descreveria Kai?,como smart,como ignorante,stupid,C
1133,1133,"robin foi uma pessoa bonita, de modo que ela se certificou de conseguir os brinquedos",O que queremos?,Distribuir os brinquedos,Robin,apreciar a robina,C
1134,1134,Kai lambiu bolas e embalagens de Austin por muito tempo.,O que acontecerá com Austin?,bolas azuis,ejaculado,a,B
1135,1135,Jordan era professor que lecionava Addison para ter opinião esclarecida.,O que acontecerá com Addison?,ser desformado,aprender algo novo,têm uma opinião de base,B
1136,1136,"Alex contou a filha de Bailey, Bailey pediu que ele conversasse com ela se não tinha mente",Como se sentiria Alex depois?,< 1/ 10,Orientado Alex falou com a filha,indiferente,A
1137,1137,"Quando os tubarões estavam rodeando Jean, os cortes de Riley os iscavam como se",O que é necessário para que Riley possa fazer antes disso?,sono,Quer ajudar Jean a viver,hemorragia,C
1138,1138,Jan estava cansado de sua amizade com Jesse. Jesse deixou Jan sozinho.,Como descrever Jesse?,ic,outgoing,triste,C
1139,1139,"Robyn ajudou Tracy a estudar para obter a licença de enfermagem, e Robin aumentou o",Como se sentirá Robin?,obter a sua licença de enfermagem,tornar-se enfermeiro,orgulha,C
1140,1140,Ash queria ajudar para que o médico do bebê pudesse dar os disparos necessários com facilidade.,O que é necessário para Ash antes disso?,segurar o bebê,coloca o bebê no berço,conta ao bebé para parar de chorar,A
1141,1141,Robin fez o choro em frente a Skylar.,O que acontecerá com Robin?,ser esfregado,ela não gosta,ela ficará enjoada,A
1142,1142,"Depois de crescer e desovar a mandíbula, Bailey deixou o cão sozinho.",O que queremos por Bailey?,evite morder picada,conta-se ao dono que o cão estava sendo agressivo,evite a doença,B
1143,1143,Cameron comprou alguma maquiagem na loja e tentou alguma na sala de curativo.,O que é necessário para Cameron diante disso?,mostrar uma amiga,loja de sapatos,como a,C
1144,1144,Taylor deu a oportunidade de dar a oportunidade de Tracy e aumentou a resistência à doença.,O que queremos por Taylor?,explicar os negativos dos disparos de gripe,vacinar os seus filhos,daqui à frente uma cena,C
1145,1145,Lee viu o quão duro você trabalhou e queria que sorteasse a competição sobre os outros.,Como os outros se sentiriam como resultado?,difusão da positividade,não cuidar mesmo,murcha,A
1146,1146,Tracy está se questionando pela polícia para beber enquanto motorista e fazendo um teste de sobriedade.,O que queremos agora por Tracy?,escutar os comandos do oficial,abster- se de beber quando não tem quem lhe conduza,cair e começar a chorar diante dos copos,A
1147,1147,Skylar deu a oportunidade de avançar com o novo projeto atribuído.,O que acontecerá com Robin?,efectuar o nó Skylar,ser preguiça e não fazer nada,trabalhar em Robin para se certificar que ela se melhora,A
1148,1148,Austin chamou o melhor amigo do telefone e o melhor amigo lhes disse que veio para o sono,O que queremos por Austin?,embalar rapidamente os seus sacos,tem um sono sobredos,dizem que têm o sono despercebido,B
1149,1149,Cameron jogou um novo jogo depois de se adoecer de jogar os seus velhos jogos durante,Por que Cameron fez isso?,compra de um novo jogo,evitar o tédio,obter um novo jogo,B
1150,1150,"Addison necessitou de saber o que aconteceu com o carro, mas o único",Como senti-lo-ia depois?,ansiedade,excitação,< 1/ 10/ 000,A
1151,1151,"Sasha batia o teste com facilidade, pois estudava tão difícil.",O que acontecerá com os outros?,serão despercebidas,passar o teste após trabalhar muito difícil,eles vão deixar de tomar,A
1152,1152,Tracy colocou o animal para óbito quando era perfeitamente saudável.,Como os outros se sentiriam como resultado?,Muito orgulha,feliz com ela,náusea,C
1153,1153,Carson trabalhou para aquecer o carro conectando os fios juntos.,Por que o Carson fez isso?,iniciar o motor,iniciar o banho,REDE,A
1154,1154,"Ash decidiu por Casey, uma vez que a Casey estava sendo muito indecisa.",O que vai acontecer com Ash?,Perder a chance de decidir,", para Casey",Não chegue a colher,B
1155,1155,Sasha e seus colegas concorrentes assinaram um concurso onde Sasha batiam seus adversários com facilidade.,O que acontecerá com os outros?,Ser enviado de Sasha,●,ser satisfeito com a vitória,A
1156,1156,Ales estava em dia e Alex olhou o Kendall sem perceber.,Como senti-lo-ia com isso?,Terror,Amused,Risada,B
1157,1157,"Bailey passou muito tempo junto com seu novo namorado Thaddeus, pois trabalhavam junto no laboratório de",O que é necessário para Bailey antes disso?,aprender os fundamentos da geologia,consulte Tiffany para a bola de mascaramento,ir numa data com Thaddeus,C
1158,1158,"Ash retirou o saco de contabilidade no solo, retirou o seu laptop e exa",Como se sentiria Ash depois?,com a esperança de ter abandonado a laptopne,destruição,lúcido,B
1159,1159,Robin determinou o raciocínio de que iniciaram a luta um dia.,Por que Robin fez isso?,enjoado nas pessoas,argumentar com as pessoas,compreender melhor as coisas,C
1160,1160,"Jan tinha uma história familiar longa de alcoolismo, decidiu não querer que seus filhos vissem esse exemplo",O que queremos Jan?,conversar com seus filhos sobre sua história familiar para evitar problemas futuros,ser melhor,ser uma mãe boa,A
1161,1161,Kendall encontrou sua filha depois de se separar no mall.,O que faz Kendall depois de encontrar a filha?,pergunta-se a um guarda de segurança do mall se ele pode atendê-lo,dá instruções rigorosas à filha para ficar de lado,busca as lojas preferidas de sua filha para tentar localizar a sua,B
1162,1162,Ash era advogado que negociava um contrato longo entre duas empresas de software concorrentes.,O que é necessário para Ash antes disso?,necessidade de leitura das orações com cuidado,necessitou de delegar o trabalho a um paralegal,apelo a uma mediação,A
1163,1163,"Casey acidentalmente jogou a bola de fora de bordas novamente, apesar de tentar não.",Como descreveria Casey?,carlosidade,não jogada,como um mau jogador,B
1164,1164,Aubrey verifica o relógio e percebeu que era hora de ir trabalhar.,O que queremos com Aubrey?,Encerramento da porta,ser pontual,Chamada de doentes,B
1165,1165,Carson está muito preocupado em ser eletrocutado durante a fixação do estereo especialmente na ligação,O que é necessário para que o Carson possa ter segurança?,luvas de desgaste,cheque o manual,Desfaixar o estereo,C
1166,1166,"Riley tem um transtorno alimentar e não pode se trazer para comer alimentos, pois sentem que",Por que o Riley fez isso?,isso porque são gordos,faz isso porque eles estão doentes,isso porque eles estão bem,B
1167,1167,Casey fez dinheiro em vez de tirar o dia para jogar videogame.,Como se sentiria Casey depois?,orgulha,stupid,culpa,A
1168,1168,"Casey fez uso de drogas há mais de 8 anos, mas finalmente a transformou em sua vida",Como descreveria Casey?,uma pessoa preguiça,uma pessoa ruim,ser moral,C
1169,1169,Robin mediu a distância diretamente para fazer por planos de viagem com precisão.,Como se sentiria Robin depois?,prurido,bem preparado,fastidious,B
1170,1170,Quinn estava tentando sair para a equipe e esperava que eles fossem escolhidos.,Por que Quinn?,quis estar na equipe,fazer o melhor,riz prurido prurido prurido prurido prurido pru,A
1171,1171,Cameron os beijou na bochecha depois de terem conquistado o jogo contra a sua rival mais,Como os outros se sentiriam como resultado?,surpresa perante o público de exibição de afetos entre eles,irritados que fizeram a vitória sobre seus sentimentos,com receio de não serem os que perderam a vida,A
1172,1172,Casey ensinava a Cameron a maneira de andar sozinho na escola.,O que queremos fazer por Casey e Cameron?,fala-se sobre olhar para pessoas suspeitas,dirigir para a escola em vez de caminhar,fale sobre todos os cães médios ao longo do percurso.,A
1173,1173,Eu conto a Addison um segredo e Addison conto a minha amiga.,Como os outros se sentiriam como resultado?,traído por Addison,feliz com Addison,um retrostabber,A
1174,1174,Skylar correu para onde Aubrey sente e sentou a cabeça.,O que acontecerá com o Skylar?,ir ao hospital,enfaixar,um sentido de medo,C
1175,1175,"Quinn já tinha conseguido alguma fantasia desodorante novo na loja, então Quinn se",Por que Quinn?,melhorar o seu odor pessoal,utilize desodorante diariamente para manter o cheiro bom,pergunte à nova menina porque ele cheiro bem,A
1176,1176,Aubrey deu à Taylor um novo designer de atenção para o Natal um ano.,Como se sentiria Aubrey depois?,adjudicação,tonturas,feliz por poder financiar dons mais caros para Taylor,C
1177,1177,"Casey era uma vaca que vivia na fazenda, mascava a cuba.",Como descreveria Casey?,Comprimidos,grande,pêlo,A
1178,1178,Quinn procurou se perder um chapéu e encontrou seis e depois foi ao café para almoço.,Como se sentiria Quinn depois?,débito,preguiça,orgulha,C
1179,1179,Tracy não pode acreditar que a sorte de Bailey como Bailey ganhou a grande sorte para um grande prêmio,O que acontecerá com Bailey?,ser muito mais rico,ficar com ciúme,estar sem fundos,A
1180,1180,Alex queria sentar-se por uma janela e estava em movimento quando espalhou o,O que é necessário para Alex antes disso?,au,retire um pouco de sal e pimenta,,C
1181,1181,Riley come rapidamente porque precisava conseguir trabalhar em uma hora.,Por que o Riley fez isso?,ir trabalhar,preguiça,completo,A
1182,1182,Tracy pratica cantar para o recital na semana seguinte.,Por que o Tracy fez isso?,convida os amigos,Avaliar,ser um bom cantor,C
1183,1183,"Aubrey comprou algumas novas roupas, Aubrey mudou frequentemente as meias, com a",O que queremos com Aubrey?,amava as coisas novas,quis coincidir as meias e as roupas,Alteração dos acessórios,C
1184,1184,"Kai estava sentindo ansiedade e precisava calar, Kai colocou o quebra-cabeça.",Por que o Kai fez isso?,tornam-se ansiosos pelo quebra-cabeça,pensar por que as atividades de ódio,pensar em outra coisa,C
1185,1185,Skylar manteve a mão de Aubrey com calmaza durante a data.,O que acontecerá com Aubrey?,blush brightly,amo-los,odeiam,A
1186,1186,Riley viu o vídeo online e obteve uma boa chuckle ou duas delas.,Como descreveria Riley?,sentir- se enjoado,sentir- se grande,sensação de entorse,B
1187,1187,Carson queria sair da loja porque tinha outras coisas a fazer.,Como descreveria Carson?,ocupado,preguiça,,A
1188,1188,Riley teve que cuidar de Tracy indo para a loja e recebendo sua sopa preferida.,O que é necessário para que Riley possa fazer antes disso?,riz án án án án án án án án ,encontrar a sua própria sopa preferida,Comer alguma sopa,A
1189,1189,Sasha tentou um novo restaurante todas as sextas-feiras de noite com seus amigos.,Como descreveria Sasha?,adverso à alteração,não mais com débito,espontâneo,C
1190,1190,"A Riley dormiu por 2 horas, chegando ao seu destino mais tarde.",Como descreveria Riley?,uma pessoa que chegou ao momento certo,ruins,Não no tempo,C
1191,1191,Kendall teve seus dentes arrancados no dentista.,Por que o Kendall fez isso?,ter um dentista,Pegue nos dentes que os substitui,ter dentes de prata,B
1192,1192,"Jan sabia que não tinha tempo nem energia para um cão, mas comprou de alguma forma.",Como se sentiria Jan depois?,muito feliz,Muito remorse,impulso,C
1193,1193,Ash agradeceu profusamente o pai de Aubrey quando afirmaram que poderiam ter uma festa,O que queremos por Ash?,Têm muita diversão,Jogar uma parte,prejudicial mesmo que apresentem os mesmos sintomas.,B
1194,1194,"Riley queria ser pobre, então ele tinha Carson dando todo o dinheiro dele.",Por que o Riley fez isso?,ser beneficente,o ódio,não tem dinheiro,C
1195,1195,Tracy incluiu outro dólar no pagamento à pessoa que entrega alimentos.,O que a pessoa que vai entregar a comida quer fazer em seguida?,Graças a Tracy pelo dólar extra,agradecer à pessoa que entrega os alimentos,comer a sua comida,A
1196,1196,Robin contou a Bailey que queria ter-lhes desdobrado para o seu Natal naquele ano,Como descrever Robin?,excitado porque todos os populares frequentam os partidos de Robin,adjudicação,Ansiosa por adquirir um novo vestido para a ocasião,A
1197,1197,"Bailey estava sentado no chão, mas chegou aos pés.",O que queremos por Bailey?,ir ao leito,alongamento,pressione contra o piso,B
1198,1198,"Remy carreia o saco para o país do inimigo, então se escondeva no local,",O que é necessário fazer por Remy antes disso?,ser bom na mistura de chá,A solução de Aranesp não deve ser utilizada em doentes que não tenham sido submetidos a,ocultar-se,B
1199,1199,Riley realizou uma demonstração e aumentou a conscientização dos direitos das mulheres.,O que queremos com Riley?,forte,orgulha,espera que ajude a,C
1200,1200,"Bob pensou Quinn seria uma oposta fácil, mas Quinn se deslancou em",Como o Bob sentiria como resultado?,Surpresa à Quinn,satisfeito com o jogo,indiferente ao que aconteceu,A
1201,1201,A graduação de Taylor ocorreu nos piores anos de vida quando seus pais morreram.,O que queremos por Taylor?,celebrar a sua graduação,Lembre-se dos pais,licença escolar,B
1202,1202,Robin subiu rochas e tinha rochas de escalada divertida.,Como descrever Robin?,Como uma pessoa que tinha divertido,Como alguém que ensina a subir,Como alguém que fala de diversão,A
1203,1203,Kai contou a Carson que ele deve ser de ancestralidade régio e ia herdar muito,O que acontecerá com Carson?,. . . . . . . . . ,triste,excitação,C
1204,1204,"Carson reduziu a dependência do Robin para o álcool, levando-o a reuniões de AA",O que queremos por Carson?,ir a uma barra,", se está disponível para Robing para ajudar",encontrar um novo amigo,B
1205,1205,Quinn teve dificuldade em dormir e teve que ficar e assistir alguns shows.,O que queremos Quinn?,bebida de café,melhor,au deitar na cama,C
1206,1206,Robin conheceu Jan para o jantar e após o jantar Robin afirmou que se esqueceu de sua carteira,O que acontecerá com Jan?,têm menos dinheiro,ser-lhe-á concedido o seu pedido,ter que pagar pelo cab,A
1207,1207,"Jan já havia feito muitas coisas para Bailey e sempre sem nada em volta, então Jan não de",O que queremos por Bailey?,ser menos útil,do Jan a favor,Não favorece,B
1208,1208,Aubrey trabalhou muito na escola e conseguiu o apoio de A's em todas as suas,O que é necessário para o Aubrey?,jogos de videogame,leia,sono,B
1209,1209,"Ash tentava mover o carro, mas algo o impedia de fazer.",Como descreveria Ash?,Feito certo,Muito raiva,esquecimentos para verificar as coisas,C
1210,1210,Alex praticava o instrumento com o amigo e queria aderir à banda.,Como se sentiria Alex depois?,equivocação,musical,realizado,B
1211,1211,Lee se opôs a todas as sugestões de que o grupo colocava o que fez com que,O que os outros querem fazer a seguir?,ouvindo o grupo,argumentação com Lee,escutar as sugestões,B
1212,1212,"Ela achou que estava sendo humorada e a vida da festa, mas Addison parecia uma",Como descreveria Addison?,socialmente awkward,Classe,refinado,A
1213,1213,Sydney é um cabeleireiro que atua há anos em um salão.,O que é necessário para Sydney antes disso?,cutâneo,convocação,Necessidade de ser treinada,C
1214,1214,"Ash e Kai estão lutando, Casey é amigo de ambos e não quer escolher.",O que acontecerá com Casey?,ignore Ash,ouvi- lo antes de escolher,ser preso no meio de uma luta de amigos,C
1215,1215,"Não querendo ver o seu amigo prejudicar mais sua reputação, Alex atuou na raiva de Ash e",Por que o Alex fez isso?,conta conta Ash para parar o drama,Ajuda Ash calm down,lúdico na luta de Ash,B
1216,1216,Jesse comprou uma nova casa e necessitou de muito trabalho.,Como Jesse se sentiria depois?,crabby e insatisfações,como ele deve ir para o barco,feliz ter completo,A
1217,1217,"Toda vez que Remy viu uma menina bonita, Remy enevoou, gaguejou",Como descreveria a Remy?,ic,vergonha de constrangimento Remy,lacrimejo,C
1218,1218,"Lee colocou tudo de lá em lá, a semana que antecede o Natal, Lee tirou tudo de",O que Lee precisa fazer antes disso?,trazer as coisas para casa,Necessidade de pagar pelos seus produtos,necessidade de aluguer um caminhão,B
1219,1219,Riley saiu da cidade para o final de semana e necessitou de alguém para assistir,Como senti-lo-ia em consequência?,prensada,tonturas,> 1/ 10,C
1220,1220,Carson contou ao seu professor que nunca havia feito uma compra de brincadeiras que amassem a,O que é necessário para Carson diante disso?,ser um profissional antes deste,não estiveram em jogo antes deste,A experiência com a utilização de epoetina alfa não foi comparável para a utilização de e,B
1221,1221,Robin parecia uma pessoa do passado recente.,Como se sentiria Robin depois?,sereno,era familiar,Confusão,B
1222,1222,Remy virou a vida de Sasha dando-lhe um bom emprego que lhe foi bem re,O que vai acontecer com a Remy?,ser,faz muita coisa,ser obrigado,C
1223,1223,"Sem se incomodar em verificar a condição do jaquete caro primeiramente, o Tracy comprou",O que vai acontecer com Tracy?,boa,usar a bolsa para uma parte,tentar mendular o êmbolo,B
1224,1224,Jordan queria um trabalho que remunerasse bem para que pudesse poupar dinheiro para comprar uma,O que a Jordânia deseja fazer a seguir?,chame as referências de Jordânia,Pedido de emprego,matrícula nas classes,B
1225,1225,Austin o repelia pela força por meio da punção do homem no intestino.,Como se sentiria Austin depois?,passiva,preguiça,forte,C
1226,1226,Kai estava observando a ordem do homem a última pizza que estava na bandeja.,O que o Kai precisa fazer antes disso?,ver se houve mais pizza,luta contra o homem pela pizza,omissão de almoço se não tivesse pizza,A
