,Unnamed: 0,context,question,answerA,answerB,answerC,correct
1261,1261,Alex manteve o crescimento do cabelo deles para mantê-lo domado.,O que é que a Alex precisa de fazer antes disto?,Pentear o cabelo,Vai cortar o cabelo.,Vai cortar o cabelo.,A
1262,1262,A Tracy foi comprar os biscoitos que a Quinn estava a vender na padaria deles.,O que vai acontecer ao Quinn?,"Serão interrogados sobre o seu dia,",Tenho de fazer mais bolachas.,Ela vai gostar deles .,B
1263,1263,Aubrey viu cada pessoa e saudou-os dolorosamente no funeral naquela noite chuvosa.,Como é que o Aubrey se sentiria depois?,revigorado e molhado,Lamento e angústia.,sofrimento,B
1264,1264,"Dependendo de quanto tempo e quanto Robin estudava, ele determinava a sua própria nota.",Como descreveria a Robin?,Um estudante esquecido.,orgulhoso,Um estudante trabalhador,C
1265,1265,Carson disse à professora para nunca a interromper no meio de um discurso.,Porque fez o Carson isto?,Entendido,preguiçoso,Acaba de falar.,C
1266,1266,Sasha deixou o local da festa para ir para casa descansar.,Como é que o Sasha se sentiria depois?,cansado,Como se precisassem de descansar .,sonolento,A
1267,1267,"A Tracey era tão boa quanto podiam, mas ainda assim praticava a cantar todos os dias.",Como descreveria a Tracy?,que ela se manteve na sua rotina bem,Não gostava muito de cantar.,Era uma pessoa apaixonada.,C
1268,1268,A Addison fechou a loja naquele dia e perdeu muitos negócios.,Como se sentiria a Addison depois?,Lamento depois.,Desgraçado,feliz depois.,A
1269,1269,A Kendall foi à loja comprar comida para si.,Como se sentiria a Kendall depois?,pronto para fazer comida,aborrecido,assustado,A
1270,1270,A Taylor fez uns recados e trouxe algumas compras para casa.,O que é que a Taylor precisa de fazer antes disto?,Entra no carro.,alugue uns esquis,Compre uns bolinhos,A
1271,1271,O Lee cometeu assassinato com o Austin no coração porque o Austin estava ferido.,O que é que o Lee vai querer fazer a seguir?,Chama a polícia.,Esconde o corpo.,Matar o competidor.,B
1272,1272,"Lee passava horas estudando, mas se aborrecia facilmente.",O que é que o Lee vai querer fazer a seguir?,Descanse um pouco.,Não gostou do assunto.,Não durma,A
1273,1273,Alex visitou a cidade onde sua mãe nasceu quando terminou a escola.,O que é que o Alex vai querer fazer a seguir?,Aprenda sobre a sua história,Encontrar parentes.,Explodir a cidade.,B
1274,1274,O Ash levou o jantar para casa da Addison.,Como se sentiria Addison?,simpático,Como jantar,Como ir num jejum,B
1275,1275,"A Skylar comprou leite no outro dia, mas já cheira mal.",O que é que a Skylar precisa de fazer antes disto?,viver sem leite,Deixe-o moldeado na geladeira,Jogue fora da geladeira,B
1276,1276,"Os amigos da Addison queriam piratear o blockbuster do verão, mas a Addison insistiu que pagassem por ele.",Como se sentiriam os amigos de Addison?,- A sério.,Honesto.,irritado,C
1277,1277,Alex visitou o amigo da mãe que estava doente terminal e não tinha muito tempo.,O que é que o Alex vai querer fazer a seguir?,Compre flores.,Diz adeus.,Vai para o hospital.,B
1278,1278,A Tracy comprou o item do Quinn e ambos gostaram da importante troca.,O que é que a Tracy vai querer fazer a seguir?,Queria ser justo.,Amado,preguiçoso,A
1279,1279,"A Taylor não sabia que faltava o dente, por isso a Carson chamou a atenção para a boca da Taylor.",Como descreveria o Carson?,Seria autoconsciente,Ficaria entusiasmado com a fada dos dentes.,observador,C
1280,1280,Kendall deixou a Jan no altar no dia do casamento e a Jan foi morta no dia seguinte.,Como se sentiria a Kendall depois?,feliz,horrorizado,muito covarde quando se trata de enfrentar um problema,B
1281,1281,A Kendall deixou a Jan no parque quando as outras crianças apareceram e a Jan brincou com elas.,Porque é que a Kendall fez isto?,Junte-se às crianças no parque infantil,Desfrute de brincar no parque infantil,- Não .,C
1282,1282,A Aubrey vestiu o chapéu da Bailey de forma divertida naquele dia.,Como é que a Bailey se sentiria?,Como se tivesse o chapéu .,Como um comediante,sem chapéu,C
1283,1283,Skylar dividiu o dinheiro igualmente entre as pessoas que participaram.,O que os Outros vão querer fazer depois disto?,Seja gentil.,ficar chateado.,Fica zangado.,A
1284,1284,Jesse finalmente terminou todas as suas aulas e finalmente aprendeu a surfar corretamente.,O que é que o Jesse vai querer fazer a seguir?,praticar surf na praia com as maiores ondas,Encontrar lições de surf,tentam aplicar o que aprenderam na praia,C
1285,1285,Kendall viajou pelo país para visitar seus amigos e familiares em sua cidade natal.,Como se sentiria a Kendall depois?,relaxado,irritado,triste,A
1286,1286,A Alex contou à filha da Bailey sobre o passeio de feno no parque.,Como é que a Bailey se sentiria?,muito assustado,antecipar,Como não ir,B
1287,1287,O Carson esteve na casa da avó durante todo o verão.,O que é que o Carson vai querer fazer a seguir?,passar tempo com a avó,Vai para casa.,Renovar a casa velha,A
1288,1288,A Bailey passou algum tempo em casa da Alex e fizeram uma festa de culinária.,O que vai querer fazer a Bailey a seguir?,Vai para casa.,Ignora o Alex.,Seja amigo do Alex .,A
1289,1289,A Tracy arrancou os sapatos do Ashe para que eles pudessem começar a trabalhar.,O que é que o Ash vai querer fazer a seguir?,Relaxe na cama.,Tirem as meias .,Pára tudo e come .,B
1290,1290,O Kai perdeu uma aposta estranha com o Austin.,O que vai o Kai querer fazer a seguir?,andar nu,Veste as calças.,Ele gostava de bolas.,B
1291,1291,"A Alex tinha uma mensagem para dar à Bailey, por isso, disse à filha da Bailey.",O que vai querer fazer a Bailey a seguir?,Pergunte à filha a mensagem.,Acompanhe a mensagem da Bailey.,Ignoram a mensagem da filha.,A
1292,1292,A Taylor jogava dodgeball na escola e gostava muito de bater nas outras crianças com as bolas.,O que é que a Taylor precisa de fazer antes disto?,Pega numa bola e bate-a .,aparecer na escola,Tirar toda a sua frustração do desporto .,B
1293,1293,A Kendall demorou muito tempo a sentar-se porque recentemente partiu o quadril e teve uma cirurgia.,Como se sentiria a Kendall depois?,feliz,Insuficiente,dor,C
1294,1294,A Ash cheirou algo doce na cozinha quando chegou do trabalho.,Como é que o Ash se sentiria depois?,- Ela está com raiva porque está a fazer dieta.,- Que fome de doces.,doente porque ela tinha dor de estômago,B
1295,1295,A Addison pareceu uma tola depois de eles tropeçarem e cairem pelas escadas.,O que é que a Addison precisa de fazer antes disto?,Envergonhar-se,viagem,Esfregar-se .,B
1296,1296,O Quinn colocou uma colónia exorbitante para cheirar bem hoje.,O que os Outros vão querer fazer a seguir?,Enfia-lhes o nariz .,Ficar doente.,Usar a mesma marca,C
1297,1297,A Aubrey precisava de ter a casa limpa antes dos convidados chegarem.,O que é que o Aubrey vai querer fazer a seguir?,Pareça decente.,varrer os pisos,Troque o óleo,B
1298,1298,"A Riley conhecia a irmã da Cameron desde a pré-escola, a Riley convidou-a para o baile.",Como é que a Riley se sentiria depois?,entusiasmado com a irmã dele a ir ao baile .,ressentimento,excitado,C
1299,1299,Jan tentou reduzir o tempo que ela tinha de ficar na reabilitação.,O que é que a Jan precisa de fazer antes disto?,Faça um bolo.,Vai dançar.,beber muito,C
1300,1300,A Addison disse que estava doente no dia seguinte e os colegas de trabalho tinham de fazer o trabalho.,O que vai acontecer aos colegas de trabalho?,ir ao médico,ficar zangado com a Addison.,Dormir mais,B
1301,1301,"Cameron pensou que o acidente iria acontecer novamente, mas não aconteceu.",O que é que a Cameron precisa de fazer antes disto?,Evite o acidente.,Preste atenção.,dormir,A
1302,1302,O Casey esteve doente na cama durante uma semana e o jardim dele era horrível.,Porque é que a Skylar fez isto?,Recompense a Skylar por cuidar do jardim deles.,Faça algo simpático com o Casey.,Trabalhar no jardim dele,B
1303,1303,"Era uma noite fria de acampamento com amigos, por isso, o Sasha acendeu uma fogueira.",O que é que o Sasha vai querer fazer a seguir?,- Vai buscar os amigos dela .,Senta-te ao lado do fogo.,aquecer-se ao fogo,C
1304,1304,"Depois de quebrar a perna, a Addison não podia jogar, por isso a Addison sentou-se e observou toda a gente.",Como se sentiria a Addison depois?,- Estou entusiasmado.,- Não.,Solitário,C
1305,1305,"A Bailey esqueceu a carteira em casa, por isso teve de conduzir até casa.",Como é que a Bailey se sentiria depois?,Feliz por ela ter ido dar uma volta .,descuidada porque esqueceu a carteira.,excitado para desperdiçar gás,B
1306,1306,O Austin afastou o tráfego da excursão de bicicleta pela cidade.,O que é que o Austin precisa de fazer antes disto?,de ir trabalhar,Certifique-se que os ciclistas passam a excursão em segurança,Desejo aos motociclistas um bom tempo no seu passeio,B
1307,1307,O Robin explodiu este posto de gelados quando não viu os amigos.,O que vai querer fazer a seguir?,procurar amigos,Deixe a área,Começar um motim,A
1308,1308,"Como Jordan não era uma pessoa criativa, a Jordan formou a opinião de Addison como sua própria e levou todo o crédito.",O que vai acontecer ao Jordan?,Ser descoberto a trair,Ficar muito zangado com o Jordan.,perder crédito,A
1309,1309,"A Skylar ficou sem leite para os cereais, por isso comprou leite na loja.",Como descreveria a Skylar?,arrependido,Fome,Estou contente por ter leite para o pequeno almoço .,B
1310,1310,A Tracy amava tanto o cão do Remy que cuidou dele.,O que é que o Remy vai querer fazer a seguir?,Arranja outro animal de estimação.,passar algum tempo com o cão do Remy.,Mostrar o seu afeto pelo cão do Remy.,A
1311,1311,Robin via algo novo todos os dias e partilhava com todos.,O que acontecerá aos Outros?,ser ignorado,Tornar-me popular,ser informado,C
1312,1312,O Lee começou a procurar propriedades à beira-mar e mudou-se para a Florida.,Porque é que o Lee fez isto?,Pesquisa de câncer de pele por queimaduras solares repetidas nas praias da Flórida,Começar um novo emprego como um perto da praia,aposentar-se na Flórida,C
1313,1313,Riley e Lee sentaram-se no sofá enquanto viavam um filme de terror.,O que é que o Lee vai querer fazer a seguir?,Abraça o braço da Riley.,Fazer pipocas .,Liga a televisão .,B
1314,1314,O Riley disse ao Carson para lhe dar a faca quando o Carson o ameaçou.,Porque é que a Riley fez isto?,Salvar uma vida.,Abraço Carson,Mata o Carson .,A
1315,1315,"Robin deu doces às crianças, mesmo que já tivessem feito.",Como descreveria a Robin?,indulgente,generoso depois.,Despreocupado,A
1316,1316,Quinn foi para a escola durante muito tempo e tornou-se médico.,O que é que o Quinn precisa de fazer antes disto?,Receber más notas na faculdade,queria seguir o objetivo de carreira,obter boas notas na escola,C
1317,1317,"Jan precisava de um computador novo portátil, então comprou um portátil.",Como se sentiria Jan depois?,satisfeito,desanimado,inteligente,A
1318,1318,A Addison pediu um favor à Sasha e a Addison esperou pela resposta dela.,Como descreveria a Addison?,inimigos com Sasha,ansioso,Alguém que não se importava em pedir um favor .,B
1319,1319,Quinn caiu na fila com as outras tropas.,Porque é que o Quinn fez isto?,ser obediente,rebelde,Segue as regras,C
1320,1320,"Taylor impediu que os cães entrassem na corrida, pois não conseguiam acompanhar os cavalos.",Como é que a Taylor se sentiria depois?,As boas corridas de cavalos não vão mudar.,Deixe os cães entrarem na corrida.,comprar um cão para entrar na corrida,A
1321,1321,"Depois de ver a namorada a beijar outro tipo, o Kai saiu da festa sozinho, furioso.",Como se sentiria a namorada?,culpado por comer demais,Como se ela tivesse de lhe dar uma explicação .,como de costume,B
1322,1322,Remy matou o cão depois de perceber que ele era muito velho e sofria de dores severas.,Como é que o Remy se sentiria depois?,sentimentais,devastado,Muito triste.,C
1323,1323,A Jordânia melhorou sua posição marcando dois gols nos primeiros 10 minutos do segundo tempo.,O que vai querer fazer a seguir?,prática,- Não te magoes.,Marque novamente .,C
1324,1324,"Quinn estava cansado e adormeceu numa posição estranha, por isso a Bailey segurou a cabeça dele.",O que vai acontecer ao Quinn?,Acorde com um chorinho,Tenha um bom sono.,ser grato,B
1325,1325,"O Remy transformou a vida da Sasha numa vida de crime, envolvendo-a na fraude financeira que ela estava a cometer.",O que vai acontecer ao Remy?,Ser preso eventualmente.,- Fica em liberdade condicional.,Ir para a prisão.,A
1326,1326,A Aubrey deu cereais à Taylor para o pequeno-almoço e era uma tigela grande que era deliciosa.,Porque é que o Aubrey fez isto?,Coloque os cereais na tigela.,feliz,Despeje leite sobre o cereal,A
1327,1327,A Riley foi às compras com a Cameron e gastou muito dinheiro.,O que é que a Riley vai querer fazer a seguir?,orçamento,Vai às compras outra vez.,Liga ao Cameron e pede-lhe para ir às compras.,A
1328,1328,Ash voou pelo quarto para apanhar o vaso antes que ele batesse no chão.,Como é que o Ash se sentiria depois?,Ele estava com medo de se mover tão rápido.,Desinflado após salvar o vaso de quebrar,orgulhoso de si mesmo que ele poderia se mover rápido o suficiente para salvar o vaso,C
1329,1329,Robin desenvolveu longas filas em seu local de negócios devido à maneira lenta como trabalhava.,Como é que a Robin se sentiria depois?,eficiente e dedicado,Ficaria orgulhoso.,ineficiente,C
1330,1330,O Jesse mudou o carro da garagem antes da tempestade chegar.,Como descreveria o Jesse?,Feliz por ter conseguido movê-lo.,Alguém que pensa em frente,desleixado,B
1331,1331,Alex recompensou cada pessoa de acordo com a riqueza. Algumas pessoas protestaram.,Porque é que a Alex fez isto?,- Não .,fazer o que eles acham que é certo,evitar ofender outras pessoas,B
1332,1332,O Remy esqueceu-se de estudar para o teste e decidiu fazer batota.,O que é que o Remy vai querer fazer a seguir?,Diz ao professor que ele não estudou.,Peça desculpa ao professor.,Reprogramar o teste,B
1333,1333,Kai chamou a atenção da rapariga popular antes de todas as outras que gostaram dela também.,Como se sentirão os outros?,ciumento,orgulhoso,feliz,A
1334,1334,A Robin ensinou o Ed a usar uma broca e deixou-o sozinho.,O que vai querer fazer a seguir?,Chame uma equipa de emergência.,tirar o dia de folga do trabalho,perfurar os parafusos,B
1335,1335,"Addison esperou que Sasha respondesse, mas ela não respondeu depois de lhe ter ligado várias vezes.",O que é que o Sasha vai querer fazer a seguir?,Abre a porta e entra.,"- Não , não .",Chama a irmã dela para pedir ajuda.,B
1336,1336,Lee treinou o dia todo e estava exausto quando o sol se pôs.,O que é que o Lee vai querer fazer a seguir?,Vai para a cama.,- Não.,impressionar a família deles.,A
1337,1337,O Jesse foi para a cama do Kai e cobriu-o com os cobertores.,Porque é que o Jesse fez isto?,O Kai magoou-se .,uch Kai,Ignora o Kai.,B
1338,1338,"A Tracy deixou o Quinn triste, puxando-lhe o cabelo e chamando nomes a Quinn.",O que é que a Tracy vai querer fazer a seguir?,Pegar no pé do Quinn,Desaparece,Desculpa-te rapidamente com o Quinn .,C
1339,1339,A Addison levou a Alex à concessionária para procurar um carro novo.,Como se sentiria a Addison depois?,Estou feliz pelo apoio.,triste,Como dirigir,C
1340,1340,"O Remy era um desenvolvedor web cujo trabalho era bastante inadequado, por isso despediram-no.",O que vão querer fazer a seguir?,Fechar o negócio,Contratar outros candidatos,Não está bem.,B
1341,1341,Sasha estudou muito para o teste que eles iam fazer.,O que é que o Sasha precisa de fazer antes disto?,necessários para fazer o teste,precisava de ler os livros.,Precisava esquecer-me disso.,B
1342,1342,Kendall puxou a mão de Cameron para a frente enquanto eles tentavam aproximar-se deles.,Como se sentiria a Kendall depois?,A mão do Cameron na deles.,ansioso por estar perto da Cameron,Amor por Cameron .,B
1343,1343,"Pediram à Cameron para mostrar mais pele, por isso a Cameron mostrou uma perna.",O que é que a Cameron precisa de fazer antes disto?,Tira-lhe a roupa interior .,Entra na piscina.,Ajusta as calças dele.,C
1344,1344,O Kai sentou-se ao lado da Riley na biblioteca para lhe contar um segredo.,Como é que o Kai se sentiria depois?,A olhar para a amiga dela.,Como um mau amigo que mente.,fofoca,C
1345,1345,A Riley poupou todo o dinheiro que ganhavam servindo no restaurante local.,O que é que a Riley precisa de fazer antes disto?,Desistir de um emprego,arranja um emprego.,ter mais dinheiro,B
1346,1346,O Sasha e o Jesse estavam a sair do frio e o Jesse tirou o casaco do Sasha.,Como descreveria o Jesse?,Um bom amigo.,frio,um jiggalo,A
1347,1347,"A Quinn sabia que a polícia a tinha apanhado, por isso disse tudo o que sabia sobre o gangue.",Porque é que o Quinn fez isto?,Prendam-nos.,magoar o gangue de propósito,libertar-se,C
1348,1348,Quinn tinha sentimentos fortes por Sasha.,Porque é que o Quinn fez isto?,Encontre-a.,Ele só não queria que ela se mexasse.,Ele tinha uma paixão .,C
1349,1349,O Quinn queria ir ver um sítio turístico na cidade deles.,Como se sentiria o Quinn depois?,É triste que ela vá ver o sítio.,- Que parvo.,simples,C
1350,1350,A Tracy manteve-se amiga deles mesmo depois de a terem esfaqueado pelas costas.,Porque é que a Tracy fez isto?,menos solitário,mantêm a guarda alta em torno desses amigos,Perdoem os amigos deles.,C
1351,1351,A Tracy apressou-se a terminar o projeto ontem à noite depois de meses de procrastinação.,Como descreveria a Tracy?,produtivos,Motivação,razoável,B
1352,1352,Alex temia perder porque seu concorrente era mais forte.,Como descreveria o Alex?,competitivo,em cima da borda,hesitante,B
1353,1353,"Robin era um guia turístico, e gerenciava o seu tempo bem o suficiente para sempre dar aos grupos um tour completo e divertido.",O que vai acontecer aos turistas?,Queres deixar uma gorjeta para a Robin ?,Receber boas gorjetas,Quem me dera que tivessem ido sem guia.,A
1354,1354,Quinn dedicou o seu tempo ao serviço na igreja dando alguma comida.,Como se sentiria o Quinn depois?,Amado,passivo,preguiçoso,A
1355,1355,Kendall escreveu notas usando marcadores e elas foram as maiores notas de todos os tempos.,Como descreveria a Kendall?,sentir-se preguiçoso,- Que parvo.,Sentir-se inteligente,B
1356,1356,Bailey era um bom nadador e queria experimentar.,O que é que a Bailey precisa de fazer antes disto?,Ganhar a competição de natação,Precisava de escolher um fato de banho.,precisava de saber nadar.,C
1357,1357,A Bailey segurou a cabeça do Quinn enquanto choravam e estavam muito tristes.,Porque é que a Bailey fez isto?,Apoio Bailey,magoou o Quinn.,Fala com o Quinn .,C
1358,1358,"A Skylar estava lá fora e estava a ficar mais frio, por isso vestiu o top debaixo do casaco.",O que é que a Skylar precisa de fazer antes disto?,Vai em frente de todos,Coloque luvas e um lenço,Traz uma camisa extra .,C
1359,1359,O Jesse encontrou outra maneira de chegar à loja depois que a estrada foi fechada.,Porque é que o Jesse fez isto?,precisava viajar numa certa estrada,Trazer leite para o bebé.,Compre cocaína.,B
1360,1360,Jordan estava com fome e parou num restaurante de fast food.,O que é que a Jordan precisa de fazer antes disto?,Atiram o lixo deles .,precisava de conduzir,comem as batatas fritas deles.,B
1361,1361,"Lee era uma pessoa curiosa que queria aprender, por isso sempre fazia perguntas.",O que os Outros vão querer fazer a seguir?,Odeio Lee.,Seja curioso.,Faça perguntas,C
1362,1362,"A Taylor tornou a Tracy resistente à mudança, dando-lhe tudo o que ela queria para a vida.",O que é que a Taylor vai querer fazer a seguir?,Amado,Maldito seja.,- Não .,B
1363,1363,"A Alex queria ir de férias à praia, então ela reservou um bilhete no dia seguinte.",O que é que a Addison vai querer fazer a seguir?,Vai à praia.,Conheça o namorado dela.,comprar um bilhete,A
1364,1364,"Apesar de pensarem que iriam comer pouco, Jordan finalmente ganhou apetite.",O que é que a Jordan precisa de fazer antes disto?,Pede uma salada .,Pede bife e batatas,ser ativo,C
1365,1365,Kendall mandava na equipa e era mau para com todos.,Como Kendall se sentiria?,Eles eram humildes.,egocêntrico,Eles estavam com ciúmes .,B
1366,1366,"O Remy fez uma massa muito espessa, enrolou-a e colocou-a no forno.",Como é que o Remy se sentiria depois?,Cansado de rolar a massa,Ela precisa de mais lições de culinária.,mau por causa dos nódulos na massa,A
1367,1367,"Cameron, cansado, gostava de passar a noite em casa, dormindo.",Como se sentiria a Cameron depois?,insatisfeito,exausto,Refrescado,C
1368,1368,"Depois de sobreviver à depressão, a Riley poupou todo o dinheiro.",Como descreveria a Riley?,Uma pessoa que lutou,Uma pessoa que teve uma vida fácil,Como se o dinheiro fosse precioso.,A
1369,1369,A Bailey queria ir para casa da faculdade e ver a família.,O que é que a Bailey precisa de fazer antes disto?,a voltar para casa.,- A gasolina no carro .,Amado,B
1370,1370,"A Taylor não conseguiu encontrar um lugar para se sentar, por isso decidiu sentar-se em frente da Riley.",Porque é que a Taylor fez isto?,Senta-te para comer.,Encontrar um lugar para sentar perto do Riley,Estudar para uma soneca,A
1371,1371,Ash impediu que a bola caísse na rua em frente à casa deles.,Porque é que o Ash fez isto?,Corra atrás da bola.,Apanhar a bola antes que ela entre na rua,Não causa e acidente,B
1372,1372,Lee sentiu saudades de casa porque já estavam longe de casa há muito tempo.,O que é que o Lee vai querer fazer a seguir?,precisava de ficar noutro lugar.,viagem de volta,precisaram deixar a casa deles,B
1373,1373,Jesse gerenciou bem o dinheiro da Addison e fez dela uma mulher rica.,Como descreveria o Jesse?,Mal com números.,desperdiçador de dinheiro.,Um bom contabilista.,C
1374,1374,"A Robin era a irmã mais bonita, por isso não se parecia nada com a Taylor.",O que vai querer fazer a seguir?,Lamento pela irmã dela .,Agradeça-lhe a sua aparência .,Tenta roubar o foco da Robin.,B
1375,1375,A Aubrey trabalhou para a Addison subir na empresa e ofereceu-lhe uma posição excelente.,O que vai acontecer ao Aubrey?,ser rebaixado,gostem do trabalho deles.,ser bem sucedido,C
1376,1376,Kai saiu para comer sanduíches com o colega durante o almoço para falar sobre o projeto deles.,O que o colega vai querer fazer a seguir?,assumir um novo projeto,Desfrute do almoço dele.,Conheça o colega de trabalho,B
1377,1377,O Carson estava a tentar resolver um quebra-cabeça num jornal.,Como é que o Carson se sentiria depois?,dedicado a resolver quebra-cabeças,ciumento,justificado,A
1378,1378,"Esperando uma opinião honesta, Carson deixou Robin ver o trabalho deles para o projeto final.",O que é que o Carson precisa de fazer antes disto?,apresentar o projeto ao professor,preparar-se para críticas construtivas,Concluir o trabalho,C
1379,1379,Ash melhorou a aparência da Casey quando lhe cortou o cabelo.,O que é que o Ash vai fazer a seguir?,- Não .,Manicure as unhas do Casey.,Só pinta as unhas dos pés da Casey.,A
1380,1380,O Carson atirava cerveja na cara da Kendall.,O que vai acontecer com a Kendall?,ser preso.,ser animado,Carson bateu-lhe .,C
1381,1381,Kendall observou que Cameron estava prestes a queimar a mão deles no fogão quente.,O que é que a Cameron vai querer fazer a seguir?,Use mais cuidado ao cozinhar,afaste a mão do perigo,ateou fogo à cozinha.,A
1382,1382,Sasha venceu seu irmão facilmente no xadrez por saber cada movimento que ele fará.,Como é que o Sasha se sentiria depois?,preguiçoso,Onisciente,orgulhoso,C
1383,1383,A Jordan comprou um carro novo depois de poupar nos últimos dois anos.,Porque é que a Jordan fez isto?,Faz um seguro para o carro dele.,Não queria pagamentos.,Conduz o carro dele por aí.,B
1384,1384,Quinn e Riley estavam zangados com alguém e a Riley agrediu a pessoa.,Como descreveria o Quinn?,desanimado,forte,atencioso,A
1385,1385,"A Kendall mudou a vida da Aubrey, oferecendo-lhe um emprego na nova loja.",Como descreveria a Kendall?,uma pessoa carinhosa,um empregado único,Um mau chefe.,A
1386,1386,Alex queria melhorar suas habilidades de cozinhar.,O que é que a Alex precisa de fazer antes disto?,necessários para congelar a massa,cozinhar para a família,Precisava de ligar o forno.,B
1387,1387,A Taylor estava a dar um pontapé no irmão e acidentalmente deu um pontapé na mãe.,Como é que a Taylor se sentiria depois?,Triste por magoar a mãe dela.,Desiludida com a mãe dela.,Estou feliz pela mãe dela.,A
1388,1388,"Robin perguntou ao médico de Taylor, um especialista de renome, sobre os sintomas dele.",Como é que a Robin se sentiria depois?,irritado,feliz,ansioso,B
1389,1389,"A Kai tinha de ir à cidade para uma reunião, por isso ela pegou o comboio.",O que vai o Kai querer fazer a seguir?,- Entra no trilho .,Esquece de ir.,planejar um local de reunião,A
1390,1390,"O Lee queria falar com as pessoas, mas não tinha coragem de abordar ninguém.",Como descreveria o Lee?,incompetente,sentir-se triste,cobarde,C
1391,1391,Jan acenou a bandeira em apoio às tropas no desfile em sua cidade.,Como se sentiriam os Outros?,Infeliz e ofendido.,Irritado e ignorado.,festivo e de celebração,C
1392,1392,"O Kai disse ao Carson que devia ficar quieto durante o ensaio, porque era educado fazê-lo.",O que vai acontecer ao Kai?,ser ignorado,ser respeitado,- Não faças barulho.,C
1393,1393,Bailey tornou-se um apoiador de um candidato a presidente e ofereceu-se para ajudar.,Como se sentiriam os Outros?,ansiosos para fazer contribuições que afetariam o resultado,orgulhoso do Bailey.,irritado com isso,B
1394,1394,O Lee pediu à Bailey para visitar porque ele estava sozinho.,O que vai querer fazer a Bailey a seguir?,Jantar juntos.,Veste-te .,tomar um duche,A
1395,1395,A Bailey foi à loja depois de esquecerem o leite.,O que vai querer fazer a Bailey a seguir?,Venda leite.,Lembra à Bailey para ir buscar leite.,Vai para casa.,C
1396,1396,Austin ficou no palco e dançou por algumas horas na frente de uma multidão.,Como é que o Austin se sentiria depois?,preguiçoso,Uma dançarina profissional.,qualificado,C
1397,1397,Homeland 5 temporada final resumo: Auf Wiedersehen. A história a seguir contém grandes spoilers sobre o final da 5a temporada de Homeland. Pare de ler se o episódio ainda está no seu DVR.,Como se sentiria o Quinn depois?,A verdadeira mãe da Beth.,"Não digas ""não sei"" de repente e não inventes coisas, faz perguntas.","Fabray. ... Na terceira temporada, Quinn pretende obter a custódia total de sua filha, Beth, e suas tentativas de provar que Shelby Corcoran (Idina Menzel) é a mãe adotiva de Beth uma mãe incapaz falham; eventualmente,",B
1398,1398,Quinn comprou um novo jogo e jogou-o enquanto o amigo deles ia ao banho.,O que é que a Sydney vai querer fazer a seguir?,andar de bicicleta,Vai à loja de jogos.,Veste-te .,C
1399,1399,Carson partilhou a comida igualmente entre todos os miúdos.,Porque fez o Carson isto?,Amado,Fizeste isto para evitar problemas.,orgulhoso,B
1400,1400,Tracy amava o cão do Remy e deixava-o visitar a casa de vez em quando.,Porque é que a Tracy fez isto?,ter a companhia do cão,Ignorar a companhia do cão,Adorei o cão.,A
1401,1401,A Robin ensinou-me a usar um computador depois de muitos tutoriais.,Como se sentiria Robin?,Agradecido por ter acabado.,Pronto para outro cliente .,Pronto para receber o pagamento .,A
1402,1402,Jesse deixou Jan sozinho porque estava muito zangado.,Como se sentiria Jan?,não desejado,Amado,Estou com mau humor .,C
1403,1403,Lee recrutou a ajuda de um estilista pessoal para melhorar sua aparência para o trabalho.,Como descreveria o Lee?,Alguém que não se importa com estilo.,- Que bonito.,Melhorar o seu estilo,C
1404,1404,O Ash estava a mostrar ao Aubrey como fazer um alongamento.,Como é que o Ash se sentiria depois?,inteligente e informativo quando se trata de relaxar,Como um instrutor.,Um amigo que não se importa de ensinar técnicas de treino,B
1405,1405,Quando ligou para o filho depois de não o ter encontrado durante duas horas.,O que quer o Quinn fazer a seguir?,Queria saber se ele estava bem.,Leva as coisas para a semana que vem.,Queria ter a certeza de que não se machucasse.,C
1406,1406,Cameron impediu que o povo votasse para garantir que o seu candidato ganhasse.,Como se sentiriam os Outros?,como injusto,como egoísta,Como se fossem oprimidos.,C
1407,1407,"À procura de uma reação dela, Ash balançou as pernas do Aubrey.",O que vai acontecer ao Aubrey?,Não é nada.,ser gritado,um choque físico,C
1408,1408,"A Jordan era a melhor para o papel na peça da escola, mas não conseguiu o papel.",Como se sentiria Jordan depois disso?,um extra,indignado com o resultado,uma substituição,B
1409,1409,"Quinn deu-lhe o nome deles para lembrar qual é a senha, mas era uma senha fraca.",O que quer o Quinn fazer a seguir?,Certifica-te que ninguém os vê entrar.,mostrar a senha quando tiverem a oportunidade,Ajudar a pessoa a obter a senha correta,A
1410,1410,Kai vê manchas na pele e faz-lhes um exame.,Como é que o Kai se sentiria depois?,insalubre,tem medo,conteúdo,B
1411,1411,Austin fez uma apresentação que Tracy gostou.,Como se sentiria Tracy?,triste,- Estou muito feliz.,Deprimido,B
1412,1412,"Addison esperou pela resposta de Sasha, mas Sasha esqueceu que a Addition estava à espera deles.",O que é que a Addison vai querer fazer a seguir?,Lembras-te da Addison ?,Peça ao Sasha para responder em breve .,Não incomode a Sasha enquanto eles pensam,B
1413,1413,O Remy recebeu uma ordem para levar os suprimentos para o país inimigo.,Como descreveria o Remy?,- Desligado.,como desobediente,como obediente,C
1414,1414,O Ash precisava de vender a casa para ganhar dinheiro.,Porque é que o Ash fez isto?,Vende-a depressa.,- Não .,vender a casa,A
